#                                                                                            --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                     accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                             ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
HWI-ST185:476:D28N0ACXX:7:2316:10691:77976_1_93_+  -          ABC_tran             PF00005.25    0.0003   27.1   0.3    0.0003   27.1   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:5802:44988_1_93_+   -          ABC_tran             PF00005.25    0.0003   27.1   0.1   0.00032   27.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:2884:78055_1_93_+   -          ABC_tran             PF00005.25    0.0003   27.1   0.2    0.0003   27.1   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:10644:13445_1_93_-  -          ABC_tran             PF00005.25    0.0003   27.1   0.1    0.0003   27.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:14941:71086_1_93_-  -          ABC_tran             PF00005.25    0.0003   27.1   0.1    0.0003   27.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:12398:82035_1_93_-  -          ABC_tran             PF00005.25   0.00031   27.1   0.0   0.00031   27.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:5230:34433_1_93_+   -          ABC_tran             PF00005.25   0.00031   27.1   0.5   0.00031   27.1   0.5   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:3563:79970_1_93_-   -          ABC_tran             PF00005.25   0.00031   27.1   0.0   0.00031   27.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:7186:32986_1_93_-   -          ABC_tran             PF00005.25   0.00031   27.1   0.0   0.00032   27.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:7132:4697_1_93_-    -          ABC_tran             PF00005.25   0.00032   27.0   0.0   0.00032   27.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:13456:85993_1_93_+  -          ABC_tran             PF00005.25   0.00032   27.0   0.0   0.00033   27.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:11593:96814_1_93_-  -          ABC_tran             PF00005.25   0.00032   27.0   0.1   0.00032   27.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:3029:80351_1_93_-   -          ABC_tran             PF00005.25   0.00032   27.0   0.0   0.00033   27.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:9332:59161_1_93_-   -          ABC_tran             PF00005.25   0.00032   27.0   0.0   0.00033   27.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:12995:63301_1_93_-  -          ABC_tran             PF00005.25   0.00032   27.0   0.1   0.00032   27.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:13883:5865_1_93_-   -          ABC_tran             PF00005.25   0.00033   27.0   0.1   0.00033   27.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:5049:89626_1_93_-   -          ABC_tran             PF00005.25   0.00033   27.0   0.0   0.00033   27.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:8037:50465_1_93_-   -          ABC_tran             PF00005.25   0.00033   27.0   0.0   0.00033   27.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:6258:55875_1_93_-   -          ABC_tran             PF00005.25   0.00033   27.0   0.0   0.00033   27.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:16629:11725_1_93_+  -          ABC_tran             PF00005.25   0.00033   27.0   0.1   0.00033   27.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:19734:7693_1_93_+   -          ABC_tran             PF00005.25   0.00033   27.0   0.2   0.00034   26.9   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:10132:17801_1_93_+  -          ABC_tran             PF00005.25   0.00034   26.9   0.0   0.00034   26.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:18005:91295_1_93_+  -          ABC_tran             PF00005.25   0.00034   26.9   0.2   0.00034   26.9   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:14453:38979_1_93_-  -          ABC_tran             PF00005.25   0.00034   26.9   0.2   0.00034   26.9   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:6748:97955_1_93_+   -          ABC_tran             PF00005.25   0.00034   26.9   0.0   0.00035   26.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:17904:45158_1_93_-  -          ABC_tran             PF00005.25   0.00034   26.9   0.0   0.00036   26.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:8699:95246_1_93_+   -          ABC_tran             PF00005.25   0.00034   26.9   0.0   0.00034   26.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:2891:97404_1_93_-   -          ABC_tran             PF00005.25   0.00034   26.9   0.0   0.00036   26.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:12600:6357_1_78_-   -          ABC_tran             PF00005.25   0.00034   26.9   0.1   0.00034   26.9   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:3176:30494_1_93_+   -          ABC_tran             PF00005.25   0.00035   26.9   0.0   0.00035   26.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:10808:36543_1_93_+  -          ABC_tran             PF00005.25   0.00035   26.9   0.0   0.00035   26.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:10210:100623_1_93_- -          ABC_tran             PF00005.25   0.00035   26.9   0.3   0.00035   26.9   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:5435:64715_1_93_+   -          ABC_tran             PF00005.25   0.00036   26.9   0.1   0.00036   26.8   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:9742:65286_1_93_+   -          ABC_tran             PF00005.25   0.00036   26.9   0.0   0.00036   26.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:5456:70393_1_93_-   -          ABC_tran             PF00005.25   0.00036   26.8   0.1   0.00036   26.8   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:17017:92578_1_93_-  -          ABC_tran             PF00005.25   0.00037   26.8   0.1   0.00037   26.8   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:9762:62958_1_91_+   -          ABC_tran             PF00005.25   0.00037   26.8   0.0   0.00037   26.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:17648:20279_1_93_-  -          ABC_tran             PF00005.25   0.00037   26.8   0.2   0.00039   26.7   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:16077:53460_1_93_-  -          ABC_tran             PF00005.25   0.00037   26.8   0.4   0.00037   26.8   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:18155:87015_1_93_-  -          ABC_tran             PF00005.25   0.00037   26.8   0.1   0.00038   26.8   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:8724:15168_1_93_+   -          ABC_tran             PF00005.25   0.00037   26.8   0.0   0.00038   26.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:20898:35447_1_84_-  -          ABC_tran             PF00005.25   0.00038   26.8   0.1   0.00038   26.8   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:10321:88306_1_93_-  -          ABC_tran             PF00005.25   0.00038   26.8   0.0   0.00038   26.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:4893:94972_1_93_+   -          ABC_tran             PF00005.25   0.00039   26.8   0.0   0.00039   26.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:13272:79610_1_93_-  -          ABC_tran             PF00005.25   0.00039   26.7   0.0   0.00041   26.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:19593:97548_1_93_+  -          ABC_tran             PF00005.25   0.00039   26.7   0.0    0.0004   26.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:10046:17410_1_93_+  -          ABC_tran             PF00005.25   0.00039   26.7   0.6    0.0004   26.7   0.6   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:12368:65451_1_93_+  -          ABC_tran             PF00005.25   0.00039   26.7   0.3    0.0004   26.7   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:8613:53360_1_78_+   -          ABC_tran             PF00005.25   0.00039   26.7   0.1   0.00039   26.7   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:4546:80913_1_93_+   -          ABC_tran             PF00005.25   0.00039   26.7   0.0    0.0004   26.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:2017:97169_1_93_+   -          ABC_tran             PF00005.25    0.0004   26.7   0.0   0.00041   26.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:7008:77581_1_93_-   -          ABC_tran             PF00005.25    0.0004   26.7   0.1    0.0004   26.7   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:4342:73963_1_93_+   -          ABC_tran             PF00005.25    0.0004   26.7   0.0    0.0004   26.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:19042:72937_1_93_+  -          ABC_tran             PF00005.25    0.0004   26.7   0.0    0.0004   26.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:16935:91445_1_93_+  -          ABC_tran             PF00005.25    0.0004   26.7   0.0   0.00041   26.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:8624:68143_1_93_+   -          ABC_tran             PF00005.25   0.00041   26.7   0.2   0.00042   26.6   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:18628:59241_1_93_+  -          ABC_tran             PF00005.25   0.00041   26.7   0.1   0.00041   26.7   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:17506:62309_1_93_-  -          ABC_tran             PF00005.25   0.00042   26.6   0.3   0.00042   26.6   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:13678:83410_1_93_+  -          ABC_tran             PF00005.25   0.00042   26.6   0.1   0.00042   26.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:11109:15750_1_93_+  -          ABC_tran             PF00005.25   0.00043   26.6   0.3   0.00044   26.6   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:6624:36712_1_93_+   -          ABC_tran             PF00005.25   0.00043   26.6   0.1   0.00043   26.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:2855:58825_1_93_-   -          ABC_tran             PF00005.25   0.00044   26.6   0.1   0.00044   26.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:2573:56202_1_93_-   -          ABC_tran             PF00005.25   0.00045   26.5   0.0   0.00046   26.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:6838:80004_1_93_+   -          ABC_tran             PF00005.25   0.00045   26.5   0.0   0.00045   26.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:14624:44272_1_93_-  -          ABC_tran             PF00005.25   0.00045   26.5   0.0   0.00045   26.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:2871:30434_1_93_-   -          ABC_tran             PF00005.25   0.00045   26.5   1.7   0.00046   26.5   1.7   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:2269:94960_1_93_-   -          ABC_tran             PF00005.25   0.00046   26.5   0.0   0.00046   26.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:14067:34968_1_93_+  -          ABC_tran             PF00005.25   0.00046   26.5   0.0   0.00046   26.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:19414:98482_1_93_+  -          ABC_tran             PF00005.25   0.00046   26.5   0.1   0.00046   26.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:13307:69381_1_93_-  -          ABC_tran             PF00005.25   0.00046   26.5   0.3   0.00046   26.5   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:12396:6293_1_93_+   -          ABC_tran             PF00005.25   0.00046   26.5   0.0   0.00046   26.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:9104:88639_1_93_+   -          ABC_tran             PF00005.25   0.00047   26.5   0.0   0.00047   26.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:18946:63618_1_93_+  -          ABC_tran             PF00005.25   0.00047   26.5   0.0   0.00047   26.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:7312:79695_1_93_+   -          ABC_tran             PF00005.25   0.00047   26.5   0.1   0.00047   26.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:7830:51301_1_93_-   -          ABC_tran             PF00005.25   0.00047   26.5   0.1   0.00047   26.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:17447:32316_1_93_+  -          ABC_tran             PF00005.25   0.00047   26.5   0.0   0.00047   26.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:3084:64752_17_93_+  -          ABC_tran             PF00005.25   0.00047   26.5   0.1   0.00047   26.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:12418:69896_1_93_+  -          ABC_tran             PF00005.25   0.00047   26.5   0.1   0.00047   26.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:2422:82809_1_93_-   -          ABC_tran             PF00005.25   0.00047   26.5   0.4   0.00047   26.5   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:7476:90152_1_93_-   -          ABC_tran             PF00005.25   0.00047   26.5   0.0   0.00047   26.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:7709:62010_1_93_+   -          ABC_tran             PF00005.25   0.00048   26.4   0.1   0.00048   26.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:15204:74873_1_93_+  -          ABC_tran             PF00005.25   0.00048   26.4   0.1   0.00049   26.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:3469:22502_1_93_-   -          ABC_tran             PF00005.25   0.00048   26.4   0.0   0.00049   26.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:12173:70236_1_93_-  -          ABC_tran             PF00005.25   0.00049   26.4   0.1   0.00049   26.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:17281:51282_1_93_+  -          ABC_tran             PF00005.25    0.0005   26.4   0.1   0.00053   26.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:19461:94802_1_93_-  -          ABC_tran             PF00005.25    0.0005   26.4   0.1    0.0005   26.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:14111:22065_1_93_+  -          ABC_tran             PF00005.25    0.0005   26.4   0.0   0.00053   26.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:3584:29063_1_93_-   -          ABC_tran             PF00005.25    0.0005   26.4   0.7    0.0005   26.4   0.7   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:11614:71389_1_93_+  -          ABC_tran             PF00005.25   0.00051   26.4   0.1   0.00053   26.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:19889:93468_1_93_-  -          ABC_tran             PF00005.25   0.00051   26.4   0.1   0.00052   26.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:14397:70376_1_93_+  -          ABC_tran             PF00005.25   0.00051   26.4   0.0   0.00051   26.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:18898:13051_1_93_-  -          ABC_tran             PF00005.25   0.00051   26.4   0.1   0.00051   26.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:1932:26943_1_93_+   -          ABC_tran             PF00005.25   0.00051   26.4   0.0   0.00051   26.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:4143:53334_1_93_-   -          ABC_tran             PF00005.25   0.00051   26.3   0.0   0.00051   26.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:3815:44657_1_93_-   -          ABC_tran             PF00005.25   0.00051   26.3   0.0   0.00053   26.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:15307:81075_1_93_-  -          ABC_tran             PF00005.25   0.00052   26.3   0.0   0.00054   26.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:6848:40039_1_93_+   -          ABC_tran             PF00005.25   0.00052   26.3   0.0   0.00054   26.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:9012:92770_1_93_-   -          ABC_tran             PF00005.25   0.00052   26.3   0.1   0.00052   26.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:3702:49082_1_93_+   -          ABC_tran             PF00005.25   0.00052   26.3   0.0   0.00052   26.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:5614:88982_1_93_-   -          ABC_tran             PF00005.25   0.00052   26.3   0.0   0.00055   26.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:16938:9151_1_86_-   -          ABC_tran             PF00005.25   0.00052   26.3   0.0   0.00054   26.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:14249:66255_1_93_-  -          ABC_tran             PF00005.25   0.00053   26.3   0.0   0.00053   26.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:3233:93744_1_93_+   -          ABC_tran             PF00005.25   0.00053   26.3   0.1   0.00053   26.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:15716:61604_1_93_+  -          ABC_tran             PF00005.25   0.00053   26.3   0.1   0.00053   26.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:17470:29256_1_93_+  -          ABC_tran             PF00005.25   0.00054   26.3   0.1   0.00054   26.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:5266:60380_1_93_+   -          ABC_tran             PF00005.25   0.00054   26.3   0.6   0.00056   26.2   0.6   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:5583:89552_1_89_-   -          ABC_tran             PF00005.25   0.00054   26.3   0.0   0.00054   26.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:16070:61049_1_93_-  -          ABC_tran             PF00005.25   0.00054   26.3   0.0   0.00055   26.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:16852:73963_1_93_-  -          ABC_tran             PF00005.25   0.00055   26.3   0.4   0.00056   26.2   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:7317:3534_22_93_-   -          ABC_tran             PF00005.25   0.00055   26.3   0.5   0.00055   26.3   0.5   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:15139:90326_1_93_-  -          ABC_tran             PF00005.25   0.00056   26.2   0.0   0.00056   26.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:7208:84484_1_93_+   -          ABC_tran             PF00005.25   0.00057   26.2   0.0   0.00057   26.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:7271:39929_1_93_+   -          ABC_tran             PF00005.25   0.00057   26.2   0.3   0.00057   26.2   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:17137:66590_1_93_-  -          ABC_tran             PF00005.25   0.00058   26.2   0.0   0.00059   26.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:16416:67269_1_90_-  -          ABC_tran             PF00005.25   0.00058   26.2   0.0   0.00058   26.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:17552:18325_1_93_+  -          ABC_tran             PF00005.25   0.00059   26.2   0.1   0.00059   26.2   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:1649:58646_1_93_+   -          ABC_tran             PF00005.25   0.00059   26.1   0.0    0.0006   26.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:19143:73462_1_93_+  -          ABC_tran             PF00005.25   0.00059   26.1   0.0    0.0006   26.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:16807:34508_1_93_+  -          ABC_tran             PF00005.25   0.00059   26.1   0.1   0.00059   26.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:1856:34561_1_93_-   -          ABC_tran             PF00005.25   0.00061   26.1   0.1   0.00061   26.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:12789:39981_1_93_+  -          ABC_tran             PF00005.25   0.00061   26.1   0.0   0.00061   26.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:1265:58885_1_93_-   -          ABC_tran             PF00005.25   0.00061   26.1   0.1   0.00064   26.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:17589:74424_1_93_+  -          ABC_tran             PF00005.25   0.00061   26.1   0.1   0.00063   26.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:18744:56206_1_93_-  -          ABC_tran             PF00005.25   0.00061   26.1   0.0   0.00061   26.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:18082:79964_1_93_+  -          ABC_tran             PF00005.25   0.00061   26.1   0.0   0.00061   26.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:18297:44426_1_93_+  -          ABC_tran             PF00005.25   0.00062   26.1   0.2   0.00062   26.1   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:20309:46669_1_93_-  -          ABC_tran             PF00005.25   0.00062   26.1   0.0   0.00062   26.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:2139:46092_1_93_-   -          ABC_tran             PF00005.25   0.00063   26.1   0.1   0.00063   26.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:7189:95093_1_93_+   -          ABC_tran             PF00005.25   0.00064   26.0   0.0   0.00064   26.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:17596:32711_1_93_-  -          ABC_tran             PF00005.25   0.00064   26.0   0.0   0.00065   26.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:12666:80605_1_93_-  -          ABC_tran             PF00005.25   0.00065   26.0   0.0   0.00065   26.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:6903:69321_1_93_-   -          ABC_tran             PF00005.25   0.00065   26.0   0.0   0.00065   26.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:6801:15676_1_93_-   -          ABC_tran             PF00005.25   0.00065   26.0   0.1   0.00065   26.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:11628:45187_1_93_+  -          ABC_tran             PF00005.25   0.00065   26.0   0.3   0.00066   26.0   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:18861:67310_1_93_+  -          ABC_tran             PF00005.25   0.00065   26.0   0.1   0.00065   26.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:14039:9953_1_93_-   -          ABC_tran             PF00005.25   0.00066   26.0   0.0    0.0007   25.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:5400:87082_1_93_-   -          ABC_tran             PF00005.25   0.00066   26.0   0.0   0.00066   26.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:17999:1772_1_93_+   -          ABC_tran             PF00005.25   0.00067   26.0   0.1   0.00068   26.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:13343:96558_1_91_-  -          ABC_tran             PF00005.25   0.00067   26.0   0.7   0.00067   26.0   0.7   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:17196:76519_1_93_+  -          ABC_tran             PF00005.25    0.0007   25.9   0.0   0.00074   25.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:20582:53941_1_93_-  -          ABC_tran             PF00005.25   0.00071   25.9   0.0   0.00071   25.9   0.0   1.0   1   0   0   1   1   1   1 -
