GenomeID	Sp	Guild	MEBS_SS	Comp_mean	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24-26	P27	P28	P29
GCF_000757785.1	Pluralibacter gergoviae	NS	1.939	77.5	55.6	50	100	64.7	65	50	77.8	100	100	70	48.3	100	100	100	71.4	50	83.3	85.7	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_000632475.1	Azospirillum brasilense	NS	1.923	77.1	44.4	60	100	64.7	55	50	77.8	100	100	65	44.8	100	100	100	71.4	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_000828475.1	Methyloceanibacter caenitepidi	NS	1.891	67.6	44.4	60	100	58.8	55	35	77.8	100	80	70	41.4	0	66.7	100	57.1	43.8	75	85.7	85.7	42.9	0	57.1	72.7	100	100	100	50
GCF_001655615.1	Pseudomonas sp. GR 6-02	NS	1.875	77.6	44.4	60	100	64.7	60	45	77.8	100	100	65	44.8	100	100	100	71.4	50	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_000724505.1	Enterobacter cloacae ECNIH2	NS	1.866	75.2	55.6	20	100	58.8	60	45	77.8	100	100	70	44.8	100	100	100	71.4	56.2	75	85.7	85.7	71.4	0	71.4	81.8	100	100	100	50
GCF_000025565.1	Enterobacter cloacae subsp. cloacae ATCC 13047	NS	1.846	74.4	55.6	20	100	58.8	60	40	77.8	100	100	70	41.4	100	100	100	71.4	56.2	75	85.7	85.7	71.4	0	57.1	81.8	100	100	100	50
GCF_000963495.1	Pseudomonas fluorescens PICF7	NS	1.82	78	44.4	60	100	64.7	65	45	77.8	100	100	70	48.3	100	100	100	71.4	50	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_001305595.1	Azospirillum thiophilum	NS	1.82	78.2	55.6	70	100	64.7	55	50	77.8	100	100	60	48.3	100	100	100	71.4	62.5	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_000698865.1	Pseudomonas chlororaphis	NS	1.818	78	55.6	40	100	70.6	60	50	77.8	100	100	65	48.3	100	100	100	71.4	56.2	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_001652505.1	Lelliottia amnigena	NS	1.818	75	55.6	20	100	58.8	60	45	77.8	100	100	70	44.8	100	100	100	71.4	50	75	85.7	85.7	71.4	0	71.4	81.8	100	100	100	50
GCF_000015165.1	Bradyrhizobium sp. BTAi1	NS	1.804	77.9	55.6	70	100	58.8	45	45	66.7	100	100	70	55.2	100	100	100	71.4	68.8	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_000239975.1	Enterobacter cloacae EcWSU1	NS	1.798	74.2	55.6	20	100	58.8	60	40	77.8	100	100	70	41.4	100	100	100	71.4	50	75	85.7	85.7	71.4	0	57.1	81.8	100	100	100	50
GCF_000014565.1	Rhodococcus jostii RHA1	NS	1.787	77.2	55.6	40	100	76.5	55	55	77.8	100	100	70	37.9	100	100	100	71.4	62.5	91.7	100	85.7	42.9	0	85.7	81.8	100	100	100	50
GCF_001578185.1	Bacillus simplex	NS	1.772	71.4	55.6	50	0	58.8	50	40	66.7	100	100	70	34.5	100	100	100	64.3	50	83.3	85.7	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_000014905.1	Candidatus Solibacter usitatus Ellin6076	NS	1.746	75.4	66.7	50	100	70.6	55	55	77.8	100	80	60	44.8	100	100	100	71.4	50	83.3	85.7	85.7	42.9	0	85.7	72.7	100	100	100	50
GCF_001026985.1	Pragia fontium	NS	1.735	76.1	55.6	40	100	70.6	60	50	77.8	100	100	70	48.3	100	100	100	71.4	56.2	83.3	85.7	85.7	71.4	0	57.1	72.7	100	100	100	50
GCF_000342265.1	beta proteobacterium CB	NS	1.723	74.6	55.6	60	100	58.8	55	35	77.8	100	100	45	44.8	100	100	100	71.4	56.2	75	100	85.7	57.1	0	71.4	63.6	100	100	100	50
GCF_000176835.2	Serratia plymuthica 4Rx13	NS	1.672	75.3	55.6	40	100	58.8	60	45	77.8	100	100	65	44.8	100	100	100	71.4	50	83.3	85.7	85.7	71.4	0	57.1	81.8	100	100	100	50
GCF_000585995.1	Pseudomonas brassicacearum	NS	1.669	78.1	55.6	60	100	64.7	60	40	77.8	100	100	65	44.8	100	100	100	71.4	50	100	100	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_001559255.1	Hafnia alvei	NS	1.657	75.3	55.6	40	100	58.8	60	45	77.8	100	100	65	44.8	100	100	100	71.4	50	83.3	85.7	85.7	71.4	0	57.1	81.8	100	100	100	50
GCF_000828895.1	Comamonadaceae bacterium A1	NS	1.64	63.3	44.4	70	100	52.9	45	35	66.7	0	60	60	34.5	0	66.7	100	57.1	37.5	91.7	100	85.7	42.9	0	71.4	63.6	100	100	100	50
GCF_000143145.1	Hyphomicrobium denitrificans ATCC 51888	NS	1.594	71.8	55.6	60	100	58.8	55	35	77.8	100	100	70	44.8	0	100	100	57.1	56.2	83.3	100	85.7	57.1	0	71.4	63.6	100	100	100	50
GCF_001634365.1	Burkholderia sp. OLGA172	NS	1.588	76.4	44.4	30	100	70.6	50	55	77.8	100	100	65	37.9	100	100	100	71.4	75	91.7	100	85.7	42.9	0	85.7	81.8	100	100	100	50
GCF_000091325.1	Shewanella violacea DSS12	NS	1.567	67.8	55.6	40	100	58.8	55	45	66.7	100	80	65	44.8	0	33.3	100	57.1	43.8	83.3	100	85.7	71.4	0	57.1	72.7	100	100	100	50
GCF_000834395.1	Yersinia aldovae 670-83	NS	1.551	73.4	55.6	40	100	58.8	55	45	77.8	100	100	65	44.8	100	66.7	100	64.3	50	83.3	85.7	85.7	71.4	0	57.1	72.7	100	100	100	50
GCF_000757825.1	Cedecea neteri	NS	1.544	75.7	55.6	40	100	58.8	60	45	77.8	100	100	70	44.8	100	100	100	64.3	50	83.3	85.7	85.7	71.4	0	71.4	81.8	100	100	100	50
GCF_000520015.2	Chania multitudinisentens RB-25	NS	1.536	77.1	55.6	50	100	64.7	60	50	77.8	100	100	65	48.3	100	100	100	71.4	50	83.3	85.7	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_001586165.1	Obesumbacterium proteus	NS	1.531	75.6	55.6	50	100	58.8	60	45	77.8	100	100	65	44.8	100	100	100	71.4	50	83.3	85.7	85.7	71.4	0	57.1	81.8	100	100	100	50
GCF_000165835.1	Achromobacter xylosoxidans A8	NS	1.523	77.4	55.6	60	100	64.7	60	40	77.8	100	100	65	48.3	100	100	100	71.4	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_000203875.1	Ralstonia eutropha JMP134	NS	1.505	78.5	55.6	60	100	64.7	60	40	77.8	100	100	65	48.3	100	100	100	71.4	81.2	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_000224675.1	Enterobacter asburiae LF7a	NS	1.491	75.2	55.6	20	100	58.8	60	40	77.8	100	100	70	41.4	100	100	100	71.4	50	75	85.7	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_000009885.1	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	NS	1.476	76.4	55.6	40	100	58.8	60	45	77.8	100	100	70	44.8	100	100	100	71.4	56.2	75	85.7	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_000498975.2	Pseudomonas mosselii SJ10	NS	1.472	76.6	44.4	30	100	70.6	55	50	77.8	100	100	70	44.8	100	100	100	71.4	56.2	91.7	100	85.7	71.4	0	71.4	81.8	100	100	100	50
GCF_000093025.1	Methylotenera versatilis 301	NS	1.466	69.1	55.6	50	100	58.8	50	40	77.8	100	100	60	44.8	0	100	100	50	56.2	75	85.7	71.4	42.9	0	71.4	63.6	100	100	100	50
GCF_000236065.1	Burkholderia sp. YI23	NS	1.461	77.8	44.4	50	100	64.7	55	45	77.8	100	100	65	41.4	100	100	100	71.4	81.2	100	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_000091305.1	Streptomyces scabiei 87.22	NS	1.436	73.7	66.7	50	100	70.6	50	50	77.8	100	100	65	41.4	0	100	100	64.3	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_000215745.1	Enterobacter aerogenes KCTC 2190	NS	1.428	76.2	55.6	40	100	58.8	60	45	77.8	100	100	70	44.8	100	100	100	71.4	50	75	85.7	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_000508205.1	Pseudomonas sp. TKP	NS	1.417	76.4	44.4	50	100	58.8	60	40	77.8	100	100	65	44.8	100	100	100	71.4	50	91.7	100	85.7	71.4	0	71.4	81.8	100	100	100	50
GCF_000279165.1	Pseudomonas stutzeri DSM 10701	NS	1.389	76.2	44.4	50	100	52.9	60	40	66.7	100	100	65	44.8	100	100	100	64.3	56.2	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_000013745.1	Rhodopseudomonas palustris BisB18	NS	1.336	71.1	44.4	40	100	64.7	50	50	77.8	100	100	65	48.3	0	100	100	64.3	56.2	91.7	100	85.7	42.9	0	57.1	72.7	100	100	100	50
GCF_000739375.1	Comamonas testosteroni TK102	NS	1.328	77.3	55.6	60	100	64.7	55	45	77.8	100	100	65	51.7	100	100	100	64.3	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_000283655.1	Azospirillum lipoferum 4B	NS	1.3	76.4	44.4	60	100	58.8	50	45	77.8	100	100	60	41.4	100	100	100	71.4	62.5	91.7	100	85.7	57.1	0	85.7	72.7	100	100	100	50
GCF_000367425.1	Raoultella ornithinolytica B6	NS	1.299	76.7	55.6	40	100	58.8	60	45	77.8	100	100	70	44.8	100	100	100	71.4	56.2	83.3	85.7	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_001548015.1	Methylobacterium aquaticum	NS	1.266	77.5	55.6	60	100	64.7	55	40	77.8	100	100	65	58.6	100	100	100	71.4	56.2	91.7	100	85.7	57.1	0	85.7	72.7	100	100	100	50
GCF_000016345.1	Polynucleobacter asymbioticus QLW-P1DMWA-1	NS	1.265	74.5	55.6	70	100	58.8	50	35	77.8	100	100	55	41.4	100	100	100	64.3	50	75	100	85.7	57.1	0	71.4	63.6	100	100	100	50
GCF_000012445.1	Pseudomonas fluorescens Pf0-1	NS	1.242	76.8	44.4	40	100	70.6	55	50	77.8	100	100	65	44.8	100	100	100	64.3	50	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_000344805.1	Bradyrhizobium oligotrophicum S58	NS	1.211	77	55.6	70	100	52.9	45	40	66.7	100	100	70	55.2	100	100	100	71.4	68.8	91.7	100	85.7	57.1	0	71.4	81.8	100	100	100	50
GCF_000093145.3	Comamonas testosteroni CNB-2	NS	1.166	78.6	55.6	60	100	64.7	55	45	77.8	100	100	65	51.7	100	100	100	71.4	81.2	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_001605965.1	Pseudomonas koreensis	NS	1.089	76.8	44.4	40	100	70.6	55	45	77.8	100	100	65	41.4	100	100	100	71.4	50	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_000006765.1	Pseudomonas aeruginosa PAO1	NS	1.081	72.5	44.4	30	100	64.7	60	40	77.8	100	100	65	41.4	0	100	100	64.3	50	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_000017205.1	Pseudomonas aeruginosa PA7	NS	1.081	72.5	44.4	30	100	64.7	60	40	77.8	100	100	65	41.4	0	100	100	64.3	50	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_000349845.1	Pseudomonas denitrificans ATCC 13867	NS	1.081	72.5	44.4	30	100	64.7	60	40	77.8	100	100	65	41.4	0	100	100	64.3	50	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_000010725.1	Azospirillum sp. B510	NS	1.064	76.8	44.4	60	100	58.8	50	45	77.8	100	100	65	41.4	100	100	100	71.4	62.5	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_000009125.1	Ralstonia solanacearum GMI1000	NS	1.045	76.3	44.4	60	100	58.8	55	40	77.8	100	100	65	44.8	100	100	100	64.3	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_000215325.1	Ralstonia solanacearum Po82	NS	1.031	76.8	55.6	60	100	58.8	55	40	77.8	100	100	65	48.3	100	100	100	64.3	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_900011245.1	Bradyrhizobium sp.	NS	0.979	78.3	55.6	70	100	64.7	55	45	77.8	100	100	70	51.7	100	100	100	71.4	56.2	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_000019445.1	Pseudomonas putida W619	NS	0.962	77	44.4	40	100	70.6	55	45	77.8	100	100	70	41.4	100	100	100	71.4	50	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_000402035.1	Burkholderia sp. RPE64	NS	0.962	76.8	55.6	50	100	64.7	50	45	77.8	100	100	65	44.8	100	100	100	71.4	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_000973625.1	Polynucleobacter duraquae	NS	0.959	74.7	55.6	60	100	58.8	50	35	77.8	100	100	40	55.2	100	100	100	71.4	50	75	100	85.7	57.1	0	71.4	72.7	100	100	100	50
GCF_000013865.1	Polaromonas sp. JS666	NS	0.935	77.2	55.6	60	100	58.8	55	40	77.8	100	100	65	48.3	100	100	100	71.4	56.2	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_001186335.1	Pseudomonas trivialis	NS	0.919	73.4	44.4	60	100	58.8	60	35	77.8	100	100	70	41.4	0	100	100	64.3	50	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_000283475.1	Ralstonia solanacearum PSI07	NS	0.905	77.1	55.6	70	100	58.8	55	40	77.8	100	100	65	48.3	100	100	100	64.3	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_000020205.1	Ralstonia pickettii 12J	NS	0.9	77.5	44.4	60	100	58.8	55	40	77.8	100	100	70	44.8	100	100	100	64.3	81.2	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_001011155.1	Hoeflea sp. IMCC20628	NS	0.871	76.8	55.6	60	100	58.8	55	35	77.8	100	100	60	44.8	100	100	100	71.4	56.2	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_001412575.1	Limnohabitans sp. 103DPR2	NS	0.862	76.9	55.6	60	100	58.8	55	35	77.8	100	100	60	55.2	100	100	100	71.4	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_000175935.2	Pantoea sp. At-9b	NS	0.848	76.1	55.6	40	100	58.8	55	45	77.8	100	100	65	44.8	100	100	100	71.4	50	83.3	85.7	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_000013365.1	Rhodopseudomonas palustris HaA2	NS	0.807	72.7	55.6	60	100	58.8	45	40	66.7	100	100	70	55.2	0	100	100	64.3	50	91.7	100	85.7	57.1	0	85.7	72.7	100	100	100	50
GCF_000026105.1	Pseudomonas entomophila L48	NS	0.777	76.7	44.4	40	100	64.7	55	50	66.7	100	100	70	44.8	100	100	100	71.4	50	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_001412535.1	Limnohabitans sp. 63ED37-2	NS	0.751	76.6	55.6	60	100	58.8	50	40	77.8	100	100	55	58.6	100	100	100	71.4	50	91.7	100	85.7	57.1	0	85.7	72.7	100	100	100	50
GCF_000832305.1	Cupriavidus basilensis	NS	0.742	78.3	55.6	60	100	58.8	55	40	77.8	100	100	70	48.3	100	100	100	71.4	81.2	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_000092925.1	Starkeya novella DSM 506	SR	0.699	75.8	55.6	60	100	58.8	50	40	77.8	100	100	60	48.3	100	100	100	71.4	56.2	83.3	85.7	85.7	57.1	0	85.7	72.7	100	100	100	50
GCF_000412695.1	Pseudomonas resinovorans NBRC 106553	NS	0.615	78	44.4	60	100	58.8	55	40	77.8	100	100	70	44.8	100	100	100	64.3	81.2	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_000954135.1	Ralstonia mannitolilytica	NS	0.526	73.3	55.6	60	100	58.8	50	40	77.8	100	100	70	48.3	0	100	100	57.1	56.2	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_001653935.1	Ralstonia insidiosa	NS	0.387	76.8	55.6	60	100	58.8	50	40	77.8	100	100	70	48.3	100	100	100	64.3	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_000204295.1	Pseudomonas mendocina NK-01	NS	0.375	76.7	44.4	60	100	58.8	55	35	77.8	100	100	65	41.4	100	100	100	71.4	50	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	50
GCF_000284275.1	Bradyrhizobium sp. S23321	NS	0.362	77.6	55.6	60	100	58.8	50	40	77.8	100	100	70	58.6	100	100	100	71.4	56.2	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	50
GCF_000192745.1	Polymorphum gilvum SL003B-26A1	NS	0.27	72.6	55.6	60	100	58.8	50	40	77.8	100	100	60	44.8	0	100	100	64.3	56.2	91.7	100	85.7	42.9	0	85.7	81.8	100	100	100	50
GCF_000215705.1	Ramlibacter tataouinensis TTB310	NS	0.182	76.3	66.7	60	100	58.8	50	40	77.8	100	100	65	44.8	100	100	100	71.4	50	91.7	100	85.7	42.9	0	85.7	72.7	100	100	100	50
GCF_001483865.1	Roseateles depolymerans	NS	0.016	75.8	55.6	70	100	58.8	50	35	77.8	100	100	65	48.3	100	100	100	64.3	50	91.7	100	85.7	42.9	0	71.4	81.8	100	100	100	50
GCF_000521505.1	Advenella mimigardefordensis DPN7	NS	-0.235	75.4	55.6	70	100	58.8	45	35	66.7	100	100	65	37.9	100	100	100	71.4	43.8	91.7	100	85.7	42.9	0	85.7	81.8	100	100	100	50
GCF_000020485.1	Halothermothrix orenii H 168	Sur	5.701	48.9	66.7	10	0	35.3	40	35	33.3	100	80	40	27.6	0	66.7	0	57.1	31.2	25	0	85.7	28.6	0	42.9	72.7	100	100	100	41.7
GCF_000009725.1	Synechocystis sp. PCC 6803	Sur	4.842	59.5	55.6	40	0	58.8	45	45	66.7	100	80	55	34.5	0	66.7	100	57.1	37.5	50	42.9	85.7	42.9	0	57.1	63.6	100	100	100	41.7
GCF_000299235.1	Leptospirillum ferriphilum ML-04	Sur	4.659	60.6	66.7	30	100	52.9	45	35	66.7	100	40	50	31	0	33.3	100	57.1	37.5	50	42.9	85.7	71.4	0	57.1	63.6	100	100	100	41.7
GCF_000317635.1	Halothece sp. PCC 7418	Sur	4.566	55.6	66.7	40	0	52.9	45	40	55.6	0	80	60	34.5	0	66.7	100	50	37.5	50	42.9	71.4	42.9	0	71.4	63.6	100	100	100	41.7
GCF_000317435.1	Calothrix sp. PCC 6303	Sur	4.547	58.9	77.8	30	50	58.8	45	40	66.7	0	80	65	37.9	0	66.7	100	50	37.5	58.3	57.1	71.4	42.9	0	57.1	72.7	100	100	100	41.7
GCF_000478825.2	Synechocystis sp. PCC 6714	NS	4.479	60	55.6	40	0	58.8	45	45	66.7	100	80	60	34.5	0	66.7	100	57.1	37.5	50	42.9	85.7	42.9	0	57.1	72.7	100	100	100	41.7
GCF_000312705.1	Anabaena sp. 90	NS	4.395	63.6	66.7	30	100	58.8	45	40	66.7	100	80	60	34.5	0	100	100	50	43.8	50	42.9	71.4	42.9	0	57.1	63.6	100	100	100	41.7
GCF_000012885.1	Pelobacter carbinolicus DSM 2380	SR	4.368	60.8	55.6	30	50	70.6	55	45	77.8	100	80	60	41.4	0	66.7	100	57.1	43.8	25	28.6	85.7	57.1	0	28.6	63.6	100	100	100	41.7
GCF_000021645.1	Dictyoglomus turgidum DSM 6724	NS	4.243	46.1	44.4	10	0	35.3	40	30	33.3	0	60	35	31	100	66.7	0	57.1	31.2	25	0	71.4	42.9	0	28.6	54.5	100	100	100	41.7
GCF_001693255.1	Synechococcus sp. PCC 7003	NS	4.198	57.8	66.7	40	0	52.9	45	30	66.7	100	80	65	34.5	0	66.7	100	50	31.2	50	42.9	71.4	42.9	0	42.9	54.5	100	100	100	41.7
GCF_000200595.1	Helicobacter felis ATCC 49179	NS	4.062	42	33.3	30	0	41.2	40	35	77.8	0	40	30	24.1	0	33.3	0	57.1	25	8.3	0	85.7	14.3	0	28.6	72.7	100	100	100	41.7
GCF_000017585.1	Campylobacter hominis ATCC BAA-381	NS	4.008	50.6	33.3	20	0	47.1	45	40	66.7	100	60	35	31	0	33.3	50	57.1	31.2	41.7	57.1	85.7	14.3	0	14.3	63.6	100	100	100	41.7
GCF_000317475.1	Oscillatoria nigro-viridis PCC 7112	NS	3.953	64.9	77.8	30	100	58.8	45	45	66.7	100	80	70	37.9	0	66.7	100	50	37.5	58.3	57.1	71.4	42.9	0	71.4	72.7	100	100	100	41.7
GCF_000020965.1	Dictyoglomus thermophilum H-6-12	NS	3.924	44.3	44.4	10	100	29.4	35	25	33.3	0	80	30	27.6	0	66.7	0	50	18.8	25	0	71.4	28.6	0	14.3	54.5	100	100	100	41.7
GCF_000758645.1	Paenibacillus sp. FSL R7-0331	NS	3.861	70.5	77.8	50	100	64.7	55	35	77.8	100	100	65	37.9	100	100	100	57.1	50	41.7	28.6	71.4	57.1	0	71.4	63.6	100	100	100	41.7
GCF_000317675.1	Cyanobacterium aponinum PCC 10605	NS	3.803	57.9	55.6	40	0	47.1	45	35	66.7	100	80	65	31	0	66.7	100	50	37.5	50	42.9	71.4	42.9	0	57.1	54.5	100	100	100	41.7
GCF_000021825.1	Cyanothece sp. PCC 7424	NS	3.79	64.3	77.8	40	100	58.8	45	40	66.7	100	80	60	34.5	0	66.7	100	57.1	37.5	50	42.9	85.7	42.9	0	57.1	81.8	100	100	100	41.7
GCF_000317025.1	Pleurocapsa sp. PCC 7327	NS	3.787	65	77.8	40	50	58.8	45	40	66.7	100	80	55	41.4	0	66.7	100	50	37.5	75	85.7	71.4	57.1	0	71.4	72.7	100	100	100	41.7
GCF_000007905.1	Helicobacter hepaticus ATCC 51449	NS	3.783	55.6	33.3	30	0	41.2	40	40	77.8	100	80	40	27.6	0	66.7	100	57.1	31.2	41.7	57.1	85.7	28.6	0	28.6	63.6	100	100	100	41.7
GCF_000758685.1	Paenibacillus stellifer	NS	3.776	62	77.8	30	100	58.8	50	35	66.7	0	100	65	37.9	0	100	100	50	50	41.7	28.6	71.4	57.1	0	71.4	63.6	100	100	100	41.7
GCF_001689125.1	Blautia sp. YL58	NS	3.73	58.3	33.3	20	0	64.7	50	40	66.7	0	80	55	31	100	66.7	100	71.4	43.8	25	28.6	85.7	57.1	0	57.1	72.7	100	100	100	41.7
GCF_000317045.1	Geitlerinema sp. PCC 7407	NS	3.7	62.1	66.7	30	50	52.9	45	40	66.7	100	80	65	37.9	0	66.7	100	50	37.5	58.3	57.1	71.4	42.9	0	85.7	54.5	100	100	100	41.7
GCF_000019485.1	Synechococcus sp. PCC 7002	NS	3.652	59.3	66.7	40	0	52.9	45	30	66.7	100	80	65	34.5	0	66.7	100	50	31.2	66.7	71.4	71.4	42.9	0	42.9	54.5	100	100	100	41.7
GCF_000734895.2	Calothrix sp. 336/3	NS	3.648	66.4	77.8	40	100	58.8	45	40	66.7	100	100	65	37.9	0	100	100	50	43.8	58.3	57.1	71.4	42.9	0	57.1	72.7	100	100	100	41.7
GCF_000010065.1	Synechococcus elongatus PCC 6301	NS	3.601	58.5	55.6	40	0	47.1	45	35	55.6	100	80	70	31	0	66.7	100	50	37.5	58.3	57.1	71.4	42.9	0	57.1	54.5	100	100	100	41.7
GCF_000014265.1	Trichodesmium erythraeum IMS101	NS	3.532	58.4	66.7	40	100	47.1	45	30	55.6	0	80	60	34.5	0	66.7	100	50	31.2	58.3	57.1	71.4	42.9	0	42.9	72.7	100	100	100	41.7
GCF_000146875.3	Paenibacillus polymyxa E681	NS	3.511	67.8	66.7	30	100	47.1	55	35	55.6	100	100	60	34.5	100	100	100	57.1	50	50	42.9	71.4	57.1	0	57.1	54.5	100	100	100	41.7
GCF_000259275.1	Helicobacter cetorum MIT 99-5656	NS	3.51	44.8	33.3	30	0	41.2	40	35	77.8	100	40	30	27.6	0	66.7	0	42.9	31.2	8.3	0	57.1	14.3	0	28.6	54.5	100	100	100	41.7
GCF_000259255.1	Helicobacter cetorum MIT 00-7128	NS	3.468	45	33.3	30	0	41.2	35	35	77.8	100	40	40	27.6	0	66.7	0	42.9	31.2	8.3	0	57.1	14.3	0	28.6	54.5	100	100	100	41.7
GCF_000145255.1	Gallionella capsiferriformans ES-2	NS	3.466	63.1	33.3	30	100	64.7	55	45	77.8	100	80	60	37.9	0	33.3	100	57.1	43.8	50	42.9	85.7	57.1	0	71.4	63.6	100	100	100	41.7
GCF_000021805.1	Cyanothece sp. PCC 8801	NS	3.447	64.2	77.8	40	0	52.9	45	40	55.6	100	80	55	41.4	0	66.7	100	57.1	37.5	75	85.7	85.7	71.4	0	71.4	81.8	100	100	100	41.7
GCF_000316665.1	Rivularia sp. PCC 7116	NS	3.377	65.3	66.7	40	100	58.8	45	40	66.7	100	80	70	34.5	0	66.7	100	57.1	37.5	58.3	57.1	71.4	42.9	0	85.7	72.7	100	100	100	41.7
GCF_000009705.1	Nostoc sp. PCC 7120	NS	3.37	66	66.7	30	50	58.8	45	40	66.7	100	100	70	34.5	0	100	100	50	50	75	85.7	71.4	42.9	0	71.4	63.6	100	100	100	41.7
GCF_001460635.1	Helicobacter typhlonius	NS	3.357	52.9	33.3	30	0	41.2	35	35	77.8	100	80	45	27.6	0	66.7	50	57.1	31.2	33.3	42.9	85.7	28.6	0	28.6	63.6	100	100	100	41.7
GCF_001548455.1	Fischerella sp. NIES-3754	NS	3.343	66.1	66.7	30	50	58.8	45	40	66.7	100	100	65	34.5	0	100	100	50	50	75	85.7	71.4	42.9	0	71.4	72.7	100	100	100	41.7
GCF_000014725.1	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	NS	3.204	63.4	55.6	10	100	58.8	50	45	66.7	100	80	40	34.5	0	33.3	100	57.1	37.5	83.3	100	85.7	28.6	0	57.1	72.7	100	100	100	41.7
GCF_000025005.1	Thermobaculum terrenum ATCC BAA-798	NS	3.204	71.4	88.9	40	100	52.9	55	35	66.7	100	100	60	48.3	100	100	100	64.3	37.5	75	85.7	71.4	57.1	0	28.6	63.6	100	100	100	41.7
GCF_000017845.1	Cyanothece sp. ATCC 51142	NS	3.189	68.9	77.8	40	100	52.9	45	40	55.6	100	100	55	41.4	0	100	100	57.1	43.8	75	85.7	85.7	71.4	0	57.1	72.7	100	100	100	41.7
GCF_000316625.1	Nostoc sp. PCC 7107	NS	3.168	66.1	66.7	30	50	58.8	45	40	66.7	100	100	70	34.5	0	100	100	50	43.8	75	85.7	71.4	42.9	0	71.4	72.7	100	100	100	41.7
GCF_000316645.1	Nostoc sp. PCC 7524	NS	3.155	68.1	66.7	40	100	58.8	45	45	66.7	100	100	70	37.9	0	100	100	50	43.8	75	85.7	71.4	42.9	0	71.4	63.6	100	100	100	41.7
GCF_001277295.1	Anabaena sp. wa102	NS	3.143	67.5	66.7	30	100	58.8	45	40	66.7	100	100	60	34.5	0	100	100	50	43.8	75	85.7	71.4	42.9	0	71.4	72.7	100	100	100	41.7
GCF_000164985.3	Paenibacillus polymyxa SC2	NS	3.135	68.3	66.7	30	100	47.1	55	35	55.6	100	100	65	34.5	100	100	100	57.1	50	50	42.9	71.4	57.1	0	57.1	63.6	100	100	100	41.7
