Genomes	Score
GCF_001654495.1_ASM165449v1	7.281
GCF_000093085.1_ASM9308v1	7.275
GCF_000011905.1_ASM1190v1	7.273
GCF_000012445.1_ASM1244v1	7.265
GCF_000011085.1_ASM1108v1	7.264
GCF_000025565.1_ASM2556v1	7.257
GCF_000196535.1_ASM19653v1	7.256
GCF_001005905.1_ASM100590v1	7.254
GCF_000013725.1_ASM1372v1	7.25
GCF_000317105.1_ASM31710v1	7.25
GCF_001402875.1_ASM140287v1	7.249
GCF_000262165.1_ASM26216v1	7.245
GCF_000010525.1_ASM1052v1	7.243
GCF_001548015.1_ASM154801v1	7.235
GCF_001189555.1_ASM118955v1	7.234
GCF_000019485.1_ASM1948v1	7.229
GCF_000981785.1_ASM98178v1	7.229
GCF_001693255.1_ASM169325v1	7.229
GCF_000024185.1_ASM2418v1	7.227
GCF_000223905.1_ASM22390v1	7.216
GCF_000284095.1_ASM28409v1	7.211
GCF_000224675.1_ASM22467v1	7.209
GCF_000239975.1_ASM23997v1	7.209
GCF_000263195.1_ASM26319v1	7.202
GCF_000010725.1_ASM1072v1	7.195
GCF_000010805.1_ASM1080v1	7.195
GCF_000014025.1_ASM1402v1	7.195
GCF_000283655.1_ASM28365v1	7.195
GCF_000214175.1_ASM21417v1	7.188
GCF_000508205.1_ASM50820v1	7.156
GCF_000009965.1_ASM996v1	7.152
GCF_000022545.1_ASM2254v1	7.152
GCF_000151205.2_ASM15120v2	7.152
GCF_000816105.1_ASM81610v1	7.152
GCF_000019965.1_ASM1996v1	7.151
GCF_000178975.2_ASM17897v2	7.151
GCF_000011105.1_ASM1110v1	7.147
GCF_000246855.1_ASM24685v1	7.146
GCF_000279165.1_ASM27916v1	7.142
GCF_000152265.2_ASM15226v2	7.141
GCF_000013345.1_ASM1334v1	7.137
GCF_000018105.1_ASM1810v1	7.137
GCF_000023865.1_ASM2386v1	7.132
GCF_000009865.1_ASM986v1	7.118
GCF_000024765.1_ASM2476v1	7.118
GCF_000019445.1_ASM1944v1	7.112
GCF_000023605.1_ASM2360v1	7.112
GCF_000024645.1_ASM2464v1	7.112
GCF_001605965.1_ASM160596v1	7.112
GCF_000444875.1_ASM44487v1	7.103
GCF_000178955.2_ASM17895v2	7.098
GCF_000218915.1_ASM21891v1	7.098
GCF_000009405.1_ASM940v1	7.097
GCF_000146875.3_ASM14687v2	7.097
GCF_000164985.3_ASM16498v2	7.097
GCF_000235585.1_ASM23558v1	7.097
GCF_001559115.1_ASM155911v1	7.097
GCF_001618885.1_ASM161888v1	7.097
GCF_000010065.1_ASM1006v1	7.089
GCF_001187505.1_ASM118750v1	7.089
GCF_000013885.1_ASM1388v1	7.084
GCF_000769655.1_ASM76965v1	7.077
GCF_000014265.1_ASM1426v1	7.068
GCF_000016205.1_ASM1620v1	7.065
GCF_000020045.1_ASM2004v1	7.065
GCF_000259175.1_ASM25917v1	7.064
GCF_000336425.1_ASM33642v1	7.064
GCF_000585495.1_ASM58549v1	7.055
GCF_000013865.1_ASM1386v1	7.035
GCF_000020205.1_ASM2020v1	7.035
GCF_000832305.1_ASM83230v1	7.035
GCF_000340435.2_ASM34043v3	7.017
GCF_000816845.1_ASM81684v1	7.017
GCF_000009085.1_ASM908v1	7.015
GCF_000599985.1_ASM59998v1	7.015
GCF_000816785.1_ASM81678v1	7.015
GCF_000011385.1_ASM1138v1	7.012
GCF_000816185.1_ASM81618v1	6.994
GCF_000147875.1_ASM14787v1	6.993
GCF_000009125.1_ASM912v1	6.987
GCF_000215325.1_ASM21532v1	6.987
GCF_000283475.1_ASM28347v1	6.987
GCF_001186335.1_ASM118633v1	6.978
GCF_000328665.1_ASM32866v1	6.977
GCF_000145255.1_ASM14525v1	6.973
GCF_000013565.1_ASM1356v1	6.968
GCF_001677275.1_ASM167727v1	6.963
GCF_000183745.1_ASM18374v1	6.957
GCF_000632805.1_ASM63280v1	6.954
GCF_000725385.1_ASM72538v1	6.954
GCF_000306785.1_ASM30678v1	6.953
GCF_000316515.1_ASM31651v1	6.953
GCF_000147695.2_ASM14769v3	6.951
GCF_000010105.1_ASM1010v1	6.94
GCF_000008005.1_ASM800v1	6.936
GCF_001655245.1_ASM165524v1	6.928
GCF_000026105.1_ASM2610v1	6.927
GCF_000019845.1_ASM1984v1	6.926
GCF_000010165.1_ASM1016v1	6.92
GCF_000834395.1_ASM83439v1	6.918
GCF_000389635.1_ASM38963v1	6.916
GCF_000807175.1_ASM80717v1	6.916
GCF_000025325.1_ASM2532v1	6.915
GCF_000284015.1_ASM28401v1	6.907
GCF_000317675.1_ASM31767v1	6.905
GCF_001586255.1_ASM158625v1	6.9
GCF_000013225.1_ASM1322v1	6.899
GCF_000009365.1_ASM936v1	6.894
GCF_000020005.1_ASM2000v1	6.891
GCF_000024945.1_ASM2494v1	6.891
GCF_001412575.1_ASM141257v1	6.89
GCF_000270305.1_ASM27030v1	6.888
GCF_000006765.1_ASM676v1	6.887
GCF_000017205.1_ASM1720v1	6.887
GCF_000349845.1_ASM34984v1	6.887
GCF_000240325.1_ASM24032v1	6.886
GCF_000013745.1_ASM1374v1	6.88
GCF_001021385.1_ASM102138v1	6.878
GCF_000402035.1_ASM40203v1	6.873
GCF_001302585.1_ASM130258v1	6.872
GCF_000175935.2_ASM17593v2	6.87
GCF_000196515.1_ASM19651v1	6.87
GCF_000746525.1_ASM74652v1	6.862
GCF_000143145.1_ASM14314v1	6.857
GCF_001011155.1_ASM101115v1	6.857
GCF_000317495.1_ASM31749v1	6.855
GCF_000342265.1_ASM34226v1	6.852
GCF_001010805.1_ASM101080v1	6.852
GCF_000013205.1_ASM1320v1	6.851
GCF_000185905.1_ASM18590v1	6.848
GCF_000279145.1_ASM27914v1	6.843
GCF_000019205.1_ASM1920v1	6.837
GCF_000816225.1_ASM81622v1	6.837
GCF_000816245.1_ASM81624v1	6.837
GCF_000025805.1_ASM2580v1	6.834
GCF_000972245.3_ASM97224v3	6.834
GCF_000012885.1_ASM1288v1	6.829
GCF_000019945.1_ASM1994v1	6.818
GCF_000284515.1_ASM28451v1	6.813
GCF_000217715.1_ASM21771v1	6.809
GCF_000260985.3_ASM26098v2	6.809
GCF_000695235.1_ASM69523v1	6.806
GCF_000024985.1_ASM2498v1	6.805
GCF_000013365.1_ASM1336v1	6.799
GCF_000017585.1_ASM1758v1	6.791
GCF_000021685.1_ASM2168v1	6.784
GCF_000024785.1_ASM2478v1	6.759
GCF_000204415.1_ASM20441v1	6.753
GCF_000218895.1_ASM21889v1	6.742
GCF_000960975.1_ASM96097v1	6.742
GCF_000233775.1_ASM23377v1	6.74
GCF_000179915.2_ASM17991v2	6.735
GCF_000016545.1_ASM1654v1	6.733
GCF_000013645.1_ASM1364v1	6.726
GCF_000092425.1_ASM9242v1	6.724
GCF_000993785.2_ASM99378v2	6.717
GCF_000020585.3_ASM2058v3	6.714
GCF_000208405.1_ASM20840v1	6.711
GCF_000412265.2_ASM41226v2	6.7
GCF_000252445.1_ASM25244v1	6.694
GCF_000026045.1_ASM2604v1	6.691
GCF_000412695.1_ASM41269v1	6.687
GCF_000166135.1_ASM16613v1	6.686
GCF_001273775.1_ASM127377v1	6.686
GCF_000007905.1_ASM790v1	6.684
GCF_000012405.1_ASM1240v1	6.684
GCF_000828475.1_ASM82847v1	6.682
GCF_000011145.1_ASM1114v1	6.67
GCF_000961095.1_ASM96109v1	6.668
GCF_000017885.4_ASM1788v4	6.667
GCF_000590455.1_ASM59045v1	6.667
GCF_000800825.1_ASM80082v1	6.667
GCF_001689125.1_ASM168912v1	6.648
GCF_000800395.1_ASM80039v1	6.647
GCF_000015765.1_ASM1576v1	6.64
GCF_000212735.1_ASM21273v1	6.628
GCF_000155675.2_ASM15567v2	6.625
GCF_000155735.2_ASM15573v2	6.625
GCF_000812665.2_ASM81266v2	6.625
GCF_000012605.1_ASM1260v1	6.623
GCF_000026125.1_ASM2612v1	6.623
GCF_000013905.1_ASM1390v1	6.621
GCF_000724485.1_ASM72448v1	6.621
GCF_001298525.1_ASM129852v1	6.621
GCF_001606025.1_ASM160602v1	6.621
GCF_000283535.1_ASM28353v1	6.619
GCF_001558415.1_ASM155841v1	6.617
GCF_001042715.1_ASM104271v1	6.615
GCF_001553955.1_ASM155395v1	6.605
GCF_000284275.1_ASM28427v1	6.599
GCF_000258405.1_ASM25840v1	6.596
GCF_000961515.1_ASM96151v1	6.59
GCF_000025125.1_ASM2512v1	6.589
GCF_000404225.1_ASM40422v1	6.587
GCF_000973705.1_ASM97370v1	6.584
GCF_000012805.1_ASM1280v1	6.582
GCF_000511305.1_ASM51130v1	6.581
GCF_001305675.1_ASM130567v1	6.581
GCF_000021365.1_ASM2136v1	6.575
GCF_001580455.1_ASM158045v1	6.575
GCF_000829235.1_ASM82923v1	6.554
GCF_000287215.2_ASM28721v3	6.547
GCF_000525635.1_ASM52563v1	6.539
GCF_000091325.1_ASM9132v1	6.534
GCF_001412535.1_ASM141253v1	6.53
GCF_000954135.1_ASM95413v2	6.518
GCF_000010305.1_ASM1030v1	6.512
GCF_000018005.1_ASM1800v1	6.508
GCF_001484065.1_ASM148406v1	6.501
GCF_000092925.1_ASM9292v1	6.497
GCF_001488575.1_Halobacterium_hubeiense_JI20-1	6.494
GCF_000816365.1_ASM81636v1	6.492
GCF_000023325.1_ASM2332v1	6.49
GCF_000463015.1_ASM46301v1	6.484
GCF_000758265.1_ASM75826v1	6.483
GCF_001514355.1_ASM151435v1	6.483
GCF_001050115.1_ASM105011v1	6.481
GCF_000025965.1_ASM2596v1	6.479
GCF_001653935.1_ASM165393v1	6.47
GCF_000204295.1_ASM20429v1	6.461
GCF_000264455.2_ASM26445v2	6.457
GCF_000006965.1_ASM696v1	6.447
GCF_000204925.1_ASM20492v1	6.446
GCF_000196875.1_ASM19687v1	6.44
GCF_000828895.1_ASM82889v1	6.44
GCF_000265425.1_ASM26542v1	6.43
GCF_001439585.2_ASM143958v2	6.422
GCF_000143085.1_ASM14308v1	6.421
GCF_000013085.1_ASM1308v1	6.418
GCF_000018845.1_ASM1884v1	6.417
GCF_000226295.1_ASM22629v1	6.408
GCF_000953715.1_DTL3	6.403
GCF_000014285.1_ASM1428v1	6.402
GCF_001027285.1_ASM102728v1	6.388
GCF_000145615.1_ASM14561v1	6.385
GCF_000016645.1_ASM1664v1	6.38
GCF_000179015.2_ASM17901v2	6.378
GCF_000153405.2_ASM15340v2	6.377
GCF_000590475.1_ASM59047v1	6.369
GCF_000184705.1_ASM18470v1	6.366
GCF_000145275.1_ASM14527v1	6.358
GCF_000015545.1_ASM1554v1	6.353
GCF_000025885.1_ASM2588v1	6.353
GCF_001027025.1_ASM102702v1	6.351
GCF_000973625.1_ASM97362v1	6.347
GCF_000213215.1_ASM21321v1	6.338
GCF_000022365.1_ASM2236v1	6.335
GCF_000706685.1_ASM70668v1	6.327
GCF_000316605.1_ASM31660v1	6.318
GCF_000724775.3_ASM72477v3	6.31
GCF_000008565.1_ASM856v1	6.305
GCF_000020685.1_ASM2068v1	6.305
GCF_000212335.1_ASM21233v1	6.303
GCF_000067205.1_ASM6720v1	6.302
GCF_001021065.1_ASM102106v1	6.301
GCF_000706725.1_ASM70672v1	6.299
GCF_000764555.1_ASM76455v1	6.296
GCF_000016345.1_ASM1634v1	6.292
GCF_000022065.1_ASM2206v1	6.289
GCF_000284635.1_ASM28463v1	6.287
GCF_000328685.1_ASM32868v1	6.285
GCF_000317835.1_ASM31783v1	6.284
GCF_000332735.1_ASM33273v1	6.282
GCF_001432245.1_ASM143224v1	6.282
GCF_001460635.1_htyphlonius_mit97-6810	6.27
GCF_000017145.1_ASM1714v1	6.269
GCF_000730385.1_ASM73038v1	6.255
GCF_000055785.1_ASM5578v1	6.25
GCF_000196615.1_ASM19661v1	6.25
GCF_000330865.1_ASM33086v1	6.25
GCF_000730425.1_ASM73042v1	6.25
GCF_001431725.1_ASM143172v1	6.25
GCF_000267545.1_ASM26754v1	6.216
GCF_000219535.2_ASM21953v3	6.212
GCF_000019285.1_ASM1928v1	6.206
GCF_000219045.1_ASM21904v1	6.206
GCF_000025685.1_ASM2568v1	6.202
GCF_000230735.2_ASM23073v3	6.202
GCF_000306765.2_ASM30676v2	6.202
GCF_001267175.1_ASM126717v1	6.202
GCF_000153165.2_ASM15316v2	6.194
GCF_001636015.1_ASM163601v1	6.187
GCF_000550805.1_ASM55080v1	6.185
GCF_000020945.1_ASM2094v1	6.182
GCF_000196815.1_ASM19681v1	6.18
GCF_000017265.1_ASM1726v1	6.179
GCF_000148685.1_ASM14868v1	6.179
GCF_000755725.1_ASM75572v1	6.179
GCF_000018325.1_ASM1832v1	6.174
GCF_000017025.1_ASM1702v1	6.165
GCF_000192745.1_ASM19274v1	6.165
GCF_000022565.1_ASM2256v1	6.163
GCF_000015305.1_ASM1530v1	6.162
GCF_001583415.1_ASM158341v1	6.162
GCF_000317575.1_ASM31757v1	6.161
GCF_000093025.1_ASM9302v1	6.16
GCF_000013985.1_ASM1398v1	6.159
GCF_000767465.1_ASM76746v1	6.159
GCF_000023965.1_ASM2396v1	6.154
GCF_000025265.1_ASM2526v1	6.15
GCF_000009745.1_ASM974v1	6.148
GCF_000091465.1_ASM9146v1	6.148
GCF_000772105.1_ASM77210v1	6.148
GCF_000953695.1_AWOD1	6.148
GCF_001558475.1_ASM155847v1	6.148
GCF_000006825.1_ASM682v1	6.146
GCF_000973525.1_ASM97352v1	6.146
GCF_000772045.1_ASM77204v1	6.144
GCF_000007085.1_ASM708v1	6.137
GCF_000010545.1_ASM1054v1	6.131
GCF_000019925.1_ASM1992v1	6.131
GCF_000310065.1_ASM31006v1	6.131
GCF_000701165.1_ASM70116v2	6.131
GCF_000835205.1_ASM83520v1	6.131
GCF_001293045.1_ASM129304v1	6.131
GCF_000018665.1_ASM1866v1	6.13
GCF_000165505.1_ASM16550v1	6.13
GCF_001191005.1_ASM119100v1	6.13
GCF_000385945.1_ASM38594v1	6.128
GCF_000011805.1_ASM1180v1	6.123
GCF_000521505.1_ASM52150v1	6.118
GCF_000215705.1_ASM21570v1	6.117
GCF_000011345.1_ASM1134v1	6.113
GCF_000317555.1_ASM31755v1	6.113
GCF_000800255.1_ASM80025v1	6.112
GCF_000330885.1_ASM33088v1	6.111
GCF_000599545.1_ASM59954v1	6.111
GCF_001644565.1_ASM164456v1	6.109
GCF_000017705.1_ASM1770v1	6.1
GCF_000739435.1_ASM73943v1	6.1
GCF_000012185.1_ASM1218v1	6.098
GCF_000021885.1_ASM2188v1	6.098
GCF_000209675.1_ASM20967v1	6.098
GCF_000521605.1_ASM52160v1	6.095
GCF_000521655.1_ASM52165v1	6.095
GCF_000347595.1_ASM34759v1	6.093
GCF_000349765.1_ASM34976v1	6.093
GCF_000317615.1_ASM31761v1	6.092
GCF_000011245.1_ASM1124v1	6.088
GCF_001687805.1_ASM168780v1	6.075
GCF_000148935.1_ASM14893v1	6.072
GCF_001281465.1_ASM128146v1	6.071
GCF_000013025.1_ASM1302v1	6.068
GCF_000143225.1_ASM14322v1	6.058
GCF_000444995.1_ASM44499v1	6.058
GCF_001483945.1_ASM148394v1	6.058
GCF_001078055.1_ASM107805v1	6.051
GCF_000147335.1_ASM14733v1	6.042
GCF_000012265.1_ASM1226v1	6.024
GCF_001547895.1_ASM154789v1	6.024
GCF_001579805.1_ASM157980v1	6.024
GCF_001483865.1_ASM148386v1	6.02
GCF_000219875.1_ASM21987v1	6.019
GCF_000023185.1_ASM2318v1	6.014
GCF_001412595.1_ASM141259v1	6.009
GCF_000219105.1_ASM21910v1	6.008
GCF_000280925.3_ASM28092v3	6.008
GCF_000973105.1_ASM97310v1	6.008
GCF_000755985.1_ASM75598v1	6.001
GCF_001007995.1_ASM100799v1	6
GCF_000523235.1_ASM52323v1	5.995
GCF_000021645.1_ASM2164v1	5.992
GCF_000953635.1_LMI	5.987
GCF_000063525.1_ASM6352v1	5.979
GCF_000196495.1_ASM19649v1	5.97
GCF_000763535.1_ASM76353v2	5.97
GCF_001028665.1_ASM102866v1	5.967
GCF_001584185.1_ASM158418v1	5.967
GCF_000016185.1_ASM1618v1	5.966
GCF_000147815.2_ASM14781v3	5.966
GCF_000021025.1_ASM2102v1	5.961
GCF_000006805.1_ASM680v1	5.957
GCF_001465255.1_ASM146525v1	5.955
GCF_000022645.2_ASM2264v1	5.953
GCF_000196275.1_ASM19627v1	5.952
GCF_001507665.1_ASM150766v1	5.952
GCF_000385525.1_ASM38552v1	5.951
GCF_001278095.1_ASM127809v1	5.95
GCF_001687665.2_ASM168766v2	5.944
GCF_000230995.2_ASM23099v3	5.942
GCF_001676765.1_ASM167676v1	5.942
GCF_000023705.1_ASM2370v1	5.937
GCF_000494915.1_ASM49491v1	5.934
GCF_000262325.2_ASM26232v2	5.933
GCF_000177615.2_ASM17761v2	5.931
GCF_000025085.1_ASM2508v1	5.929
GCF_001028645.1_ASM102864v1	5.929
GCF_000091125.1_ASM9112v1	5.928
GCF_000264495.1_ASM26449v1	5.928
GCF_000943805.1_ASM94380v1	5.928
GCF_001563285.1_ASM156328v1	5.928
GCF_000317085.1_ASM31708v1	5.926
GCF_000024825.1_ASM2482v1	5.922
GCF_000196095.1_ASM19609v1	5.922
GCF_000200595.1_ASM20059v1	5.902
GCF_000008485.1_ASM848v1	5.896
GCF_000009685.1_ASM968v1	5.896
GCF_001456065.2_ASM145606v2	5.896
GCF_001590615.1_ASM159061v1	5.896
GCF_000025645.1_ASM2564v1	5.887
GCF_000829415.1_ASM82941v1	5.887
GCF_000024405.1_ASM2440v1	5.875
GCF_000007945.1_ASM794v1	5.868
GCF_001578105.1_ASM157810v1	5.861
GCF_000739085.1_ASM73908v1	5.853
GCF_000091785.1_ASM9178v1	5.848
GCF_000828655.1_ASM82865v1	5.846
GCF_000485905.1_ASM48590v1	5.834
GCF_000025185.1_ASM2518v1	5.833
GCF_000319575.2_ASM31957v2	5.832
GCF_000011785.1_ASM1178v1	5.829
GCF_000259275.1_ASM25927v1	5.827
GCF_000012685.1_ASM1268v1	5.823
GCF_001688665.1_ASM168866v1	5.821
GCF_000020965.1_ASM2096v1	5.82
GCF_000259255.1_ASM25925v1	5.815
GCF_000757845.1_ASM75784v1	5.815
GCF_000300255.2_ASM30025v2	5.809
GCF_000177195.2_ASM17719v2	5.805
GCF_001466725.1_ASM146672v1	5.803
GCF_000196455.1_ASM19645v1	5.8
GCF_000214375.1_ASM21437v1	5.8
GCF_000281695.1_ASM28169v1	5.8
GCF_000247605.1_ASM24760v1	5.799
GCF_000473995.1_ASM47399v1	5.799
GCF_001318345.1_ASM131834v1	5.796
GCF_000008345.1_ASM834v1	5.79
GCF_000021325.1_ASM2132v1	5.788
GCF_001650215.1_ASM165021v1	5.788
GCF_000006645.1_ASM664v1	5.781
GCF_001481725.1_ASM148172v1	5.778
GCF_000470655.1_HATI1	5.775
GCF_000009205.1_ASM920v1	5.773
GCF_000152245.2_ASM15224v2	5.773
GCF_000009625.1_ASM962v1	5.764
GCF_000025905.1_ASM2590v1	5.759
GCF_000007645.1_ASM764v1	5.758
GCF_000784965.1_ASM78496v1	5.757
GCF_000020905.1_ASM2090v1	5.748
GCF_000186365.1_ASM18636v1	5.748
GCF_000023025.1_ASM2302v1	5.735
GCF_000196475.1_ASM19647v1	5.733
GCF_000759475.1_ASM75947v1	5.733
GCF_000834255.1_ASM83425v1	5.733
GCF_001010285.1_ASM101028v1	5.733
GCF_000023065.1_ASM2306v1	5.73
GCF_000698845.1_ASM69884v1	5.722
GCF_000612685.1_scf7180000000004	5.717
GCF_000758545.1_ASM75854v1	5.712
GCF_000758665.1_ASM75866v1	5.712
GCF_000016985.1_ASM1698v1	5.695
GCF_000014245.1_ASM1424v1	5.69
GCF_000186385.1_ASM18638v1	5.683
GCF_000196895.1_ASM19689v1	5.68
GCF_000009765.2_ASM976v2	5.674
GCF_001611795.1_ASM161179v1	5.674
GCF_000015365.1_ASM1536v1	5.673
GCF_000283275.1_ASM28327v1	5.673
GCF_000189775.2_ASM18977v3	5.672
GCF_000260965.1_ASM26096v1	5.672
GCF_000194745.1_ASM19474v1	5.669
GCF_001557535.1_ASM155753v1	5.669
GCF_000015285.1_ASM1528v1	5.664
GCF_000012945.1_ASM1294v1	5.662
GCF_000016565.1_ASM1656v1	5.661
GCF_000284335.1_ASM28433v1	5.657
GCF_001314995.1_ASM131499v1	5.652
GCF_000020285.1_ASM2028v1	5.646
GCF_000092265.1_ASM9226v1	5.646
GCF_000244875.1_ASM24487v1	5.643
GCF_000350305.1_ASM35030v1	5.642
GCF_000317065.1_ASM31706v1	5.634
GCF_000024805.1_ASM2480v1	5.631
GCF_000747525.1_ASM74752v1	5.629
GCF_000192845.1_ASM19284v1	5.627
GCF_000785495.1_ASM78549v1	5.627
GCF_000020165.1_ASM2016v1	5.616
GCF_000009485.1_ASM948v1	5.614
GCF_000014085.1_ASM1408v1	5.614
GCF_000020125.1_ASM2012v1	5.614
GCF_001411495.1_ASM141149v1	5.614
GCF_001442755.1_ASM144275v1	5.613
GCF_001542815.1_ASM154281v1	5.608
GCF_000242635.2_ASM24263v3	5.606
GCF_000550765.1_ASM55076v1	5.6
GCF_000024465.1_ASM2446v1	5.592
GCF_000018685.1_ASM1868v1	5.59
GCF_000012505.1_ASM1250v1	5.586
GCF_000012625.1_ASM1262v1	5.586
GCF_000014585.1_ASM1458v1	5.586
GCF_000063505.1_ASM6350v1	5.586
GCF_000161795.2_ASM16179v2	5.586
GCF_000737535.1_ASM73753v1	5.586
GCF_000737575.1_ASM73757v1	5.586
GCF_000737595.1_ASM73759v1	5.586
GCF_001182765.1_WH8103.1	5.586
GCF_000504105.1_ASM50410v1	5.574
GCF_000305785.2_ASM30578v2	5.567
GCF_000024085.1_ASM2408v1	5.561
GCF_000968195.1_ASM96819v1	5.555
GCF_001518815.1_ASM151881v1	5.555
GCF_001028705.1_ASM102870v1	5.554
GCF_000011485.1_ASM1148v1	5.551
GCF_000012465.1_ASM1246v1	5.551
GCF_000015705.1_ASM1570v1	5.551
GCF_000757865.1_ASM75786v1	5.551
GCF_000503895.1_ASM50389v1	5.545
GCF_000013625.1_ASM1362v1	5.544
GCF_000055945.1_ASM5594v1	5.541
GCF_000176935.3_ASM17693v3	5.541
GCF_000931465.1_ASM93146v1	5.53
GCF_001185205.1_ASM118520v1	5.529
GCF_000016765.1_ASM1676v1	5.527
GCF_000299095.1_ASM29909v1	5.525
GCF_000014745.1_ASM1474v1	5.518
GCF_000214825.1_ASM21482v1	5.516
GCF_000227665.2_ASM22766v3	5.516
GCF_000827005.1_ASM82700v1	5.513
GCF_000830005.1_ASM83000v1	5.513
GCF_000242255.2_ASM24225v3	5.512
GCF_000024345.1_ASM2434v1	5.508
GCF_000212695.1_ASM21269v1	5.508
GCF_000739105.1_ASM73910v1	5.508
GCF_001011035.1_ASM101103v1	5.508
GCF_001267885.1_ASM126788v1	5.508
GCF_001660045.1_ASM166004v1	5.508
GCF_000830985.1_ASM83098v1	5.501
GCF_000144625.1_ASM14462v1	5.496
GCF_000816025.1_ASM81602v1	5.496
GCF_000952035.1_ASM95203v1	5.496
GCF_000292915.1_ASM29291v1	5.492
GCF_000024025.1_ASM2402v1	5.491
GCF_000092385.1_ASM9238v1	5.491
GCF_000725285.1_ASM72528v1	5.486
GCF_000297075.2_Ppseudo_final	5.483
GCF_001308105.1_ASM130810v1	5.479
GCF_000331735.1_ASM33173v1	5.47
GCF_000953215.1_DG5	5.459
GCF_000023125.1_ASM2312v1	5.452
GCF_000019045.1_ASM1904v1	5.451
GCF_000974425.1_ASM97442v1	5.448
GCF_000013945.1_ASM1394v1	5.446
GCF_000517625.1_ASM51762v1	5.442
GCF_000014145.1_ASM1414v1	5.441
GCF_000725405.1_ASM72540v1	5.429
GCF_000012645.1_ASM1264v1	5.427
GCF_000023745.1_ASM2374v1	5.426
GCF_000477435.1_ASM47743v1	5.41
GCF_000092365.1_ASM9236v1	5.409
GCF_000940805.1_ASM94080v1	5.392
GCF_000022205.1_ASM2220v1	5.388
GCF_000222485.1_ASM22248v1	5.385
GCF_000018945.1_ASM1894v1	5.375
GCF_000328565.1_ASM32856v1	5.369
GCF_000442435.1_ASM44243v1	5.369
GCF_001011115.1_ASM101111v1	5.367
GCF_000012845.1_ASM1284v1	5.365
GCF_000019145.1_ASM1914v1	5.364
GCF_001007935.1_ASM100793v1	5.362
GCF_000955905.1_ASM95590v3	5.361
GCF_000626635.1_ASM62663v1	5.356
GCF_001281485.1_ASM128148v1	5.353
GCF_000023085.1_ASM2308v1	5.348
GCF_000185885.1_ASM18588v1	5.348
GCF_001442815.1_ASM144281v1	5.348
GCF_001443645.1_ASM144364v1	5.348
GCF_000024285.1_ASM2428v1	5.347
GCF_000017405.1_ASM1740v1	5.343
GCF_001294425.1_ASM129442v1	5.337
GCF_001693675.1_ASM169367v1	5.335
GCF_000006745.1_ASM674v1	5.334
GCF_000359525.1_ASM35952v1	5.33
GCF_000931445.1_ASM93144v1	5.33
GCF_001664485.1_ASM166448v1	5.327
GCF_000023265.1_ASM2326v1	5.324
GCF_001017435.1_ASM101743v1	5.324
GCF_900078695.1_H044680328	5.324
GCF_000024005.1_ASM2400v1	5.322
GCF_000801275.2_ASM80127v1	5.32
GCF_000008545.1_ASM854v1	5.319
GCF_000007705.1_ASM770v1	5.316
GCF_000176855.2_ASM17685v2	5.316
GCF_000183135.1_ASM18313v1	5.315
GCF_000020665.1_ASM2066v1	5.309
GCF_000072485.1_ASM7248v1	5.309
GCF_000223885.1_ASM22388v1	5.309
GCF_001274595.1_ASM127459v1	5.309
GCF_000241875.1_ASM24187v1	5.307
GCF_000024065.1_ASM2406v1	5.304
GCF_000013705.1_ASM1370v1	5.303
GCF_000250675.2_ASM25067v3	5.295
GCF_000270245.1_ASM27024v1	5.292
GCF_000219915.2_ASM21991v3	5.291
GCF_000831005.1_ASM83100v1	5.288
GCF_000023245.1_ASM2324v1	5.283
GCF_001420915.1_ASM142091v1	5.283
GCF_001310085.1_ASM131008v1	5.282
GCF_001183865.1_ASM118386v1	5.274
GCF_000025405.2_ASM2540v1	5.272
GCF_000091985.1_ASM9198v1	5.27
GCF_000355675.1_ASM35567v1	5.265
GCF_000015865.1_ASM1586v1	5.263
GCF_001027545.1_ASM102754v1	5.262
GCF_000213255.1_ASM21325v1	5.261
GCF_000025345.1_ASM2534v1	5.253
GCF_000953015.1_Candidatus_Methylopumilus_turicensis_MMS-10A-171	5.253
GCF_000473305.1_ASM47330v1	5.236
GCF_000226565.1_ASM22656v1	5.235
GCF_001263175.1_ASM126317v1	5.231
GCF_000800805.1_ASM80080v1	5.228
GCF_000756775.1_PRJEB6478_assembly_1	5.192
GCF_000759535.1_ASM75953v1	5.192
GCF_000011545.1_ASM1154v1	5.186
GCF_000012365.1_ASM1236v1	5.186
GCF_000302535.1_ASM30253v1	5.186
GCF_000789395.1_ASM78939v1	5.184
GCF_000828675.1_ASM82867v1	5.184
GCF_001465275.1_ASM146527v1	5.183
GCF_000008265.1_ASM826v1	5.178
GCF_000023405.1_ASM2340v1	5.177
GCF_000007685.1_ASM768v1	5.174
GCF_000313175.2_ASM31317v2	5.174
GCF_000012345.1_ASM1234v1	5.172
GCF_001186155.3_ASM118615v3	5.161
GCF_000953735.1_MVIS1	5.156
GCF_000143985.1_ASM14398v1	5.153
GCF_000023345.1_ASM2334v1	5.152
GCF_000184745.1_ASM18474v1	5.152
GCF_000786695.1_ASM78669v1	5.152
GCF_001078275.1_ASM107827v1	5.152
GCF_001477625.1_ASM147762v1	5.152
GCF_000442645.1_ASM44264v1	5.139
GCF_000015325.1_ASM1532v1	5.138
GCF_000416365.2_ASM41636v2	5.138
GCF_000959245.1_ASM95924v1	5.138
GCF_000959505.1_ASM95950v1	5.138
