ID 	Specie 	SS	Kigdom 	Phylum 	Class 	Order 	Family 	Genus 	Guild	Category
GCF_000025965.1	Aromatoleum aromaticum EbN1	1.427	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 Rhodocyclaceae	 Aromatoleum	NS	NS
GCF_000026005.1	Ehrlichia ruminantium str. Welgevonden	0.569	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Anaplasmataceae	 Ehrlichia	NS	NS
GCF_000026025.1	Chlamydia abortus S26/3	-0.563	 Bacteria	 Chlamydiae	 Chlamydiales	 Chlamydiaceae	 Chlamydia/Chlamydophila group	 Chlamydia	NS	NS
GCF_000026045.1	Natronomonas pharaonis DSM 2160	2.738	 Archaea	 Euryarchaeota	 Halobacteria	 Halobacteriales	 Halobacteriaceae	 Natronomonas	NS	NS
GCF_000026065.1	Lactobacillus sakei subsp. sakei 23K	-0.196	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	NS	NS
GCF_000026085.1	Pseudoalteromonas haloplanktis TAC125	-1.962	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Pseudoalteromonadaceae	 Pseudoalteromonas	NS	NS
GCF_000026105.1	Pseudomonas entomophila L48	0.777	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	NS
GCF_000026125.1	Herminiimonas arsenicoxydans	1.181	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Herminiimonas	NS	NS
GCF_000026145.1	Bradyrhizobium sp. ORS 278	1.953	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Bradyrhizobium	NS	NS
GCF_000026185.1	Erwinia tasmaniensis Et1/99	-0.042	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Erwinia	NS	NS
GCF_000026205.1	Candidatus Phytoplasma mali	-0.322	 Bacteria	 Tenericutes	 Mollicutes	 Acholeplasmatales	 Acholeplasmataceae	 Candidatus Phytoplasma,	NS	NS
GCF_000026225.1	Escherichia fergusonii ATCC 35469	2.306	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Escherichia	NS	NS
GCF_000026405.1	Leuconostoc citreum KM20	-1.215	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Leuconostocaceae	 Leuconostoc	NS	NS
GCF_000026685.1	Mycobacterium leprae Br4923	-2.562	 Bacteria	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	0	NS	NS
GCF_000027085.1	Citrobacter rodentium ICC168	2.372	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Citrobacter	NS	NS
GCF_000027145.1	Listeria seeligeri serovar 1/2b str. SLCC3954	0.205	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Listeriaceae	 Listeria	NS	NS
GCF_000027165.1	Streptococcus mitis B6	-1.178	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	NS
GCF_000027185.1	Streptococcus gallolyticus UCN34	-1.219	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	NS
GCF_000027205.1	Erwinia amylovora ATCC 49946	-0.329	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Erwinia	NS	NS
GCF_000027225.1	Xenorhabdus bovienii SS-2004	0.11	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Xenorhabdus	NS	NS
GCF_000027265.1	Erwinia pyrifoliae Ep1/96	-0.642	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Erwinia	NS	NS
GCF_000027325.1	Mycoplasma genitalium G37	-0.69	 Bacteria	 Tenericutes	 Mollicutes	 Mycoplasmataceae	 Mycoplasma	0	NS	NS
GCF_000027345.1	Mycoplasma pneumoniae M129	-0.657	 Bacteria	 Tenericutes	 Mollicutes	 Mycoplasmataceae	 Mycoplasma	0	NS	NS
GCF_000043285.1	Candidatus Blochmannia floridanus	2.062	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 ant endosymbionts	NS	NS
GCF_000046685.1	Bartonella quintana str. Toulouse	0.432	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bartonellaceae	 Bartonella	NS	NS
GCF_000046705.1	Bartonella henselae str. Houston-1	-0.102	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bartonellaceae	 Bartonella	NS	NS
GCF_000046845.1	Acinetobacter sp. ADP1	-1.177	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Moraxellaceae	 Acinetobacter	NS	NS
GCF_000055785.1	Chromohalobacter salexigens DSM 3043	0.918	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Halomonadaceae	 Chromohalobacter	NS	NS
GCF_000055945.1	Lawsonia intracellularis PHE/MN1-00	3.339	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfovibrionales	 Desulfovibrionaceae	 Lawsonia	NS	NS
GCF_000058485.1	Frankia alni ACN14a	2.332	 Bacteria	 Actinobacteria	 Frankiales	 Frankiaceae	 Frankia	0	NS	NS
GCF_000060285.1	Listeria welshimeri serovar 6b str. SLCC5334	0.568	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Listeriaceae	 Listeria	NS	NS
GCF_000060345.1	Gramella forsetii KT0803	-2.205	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Gramella	NS	NS
GCF_000061505.1	Azoarcus sp. BH72	2.281	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 Rhodocyclaceae	 Azoarcus	NS	NS
GCF_000062885.1	Saccharopolyspora erythraea NRRL 2338	4.069	 Bacteria	 Actinobacteria	 Pseudonocardiales	 Pseudonocardiaceae	 Saccharopolyspora	0	NS	NS
GCF_000063485.1	Clavibacter michiganensis subsp. michiganensis NCPPB 382	-3.55	 Bacteria	 Actinobacteria	 Micrococcales	 Microbacteriaceae	 Clavibacter	0	NS	NS
GCF_000063505.1	Synechococcus sp. WH 7803	2.623	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Synechococcus	0	NS	NS
GCF_000063525.1	Synechococcus sp. RCC307	2.918	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Synechococcus	0	NS	NS
GCF_000063545.1	Orientia tsutsugamushi str. Boryong	0.809	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Rickettsieae	NS	NS
GCF_000063605.1	Mycoplasma agalactiae PG2	-0.968	 Bacteria	 Tenericutes	 Mollicutes	 Mycoplasmataceae	 Mycoplasma	0	NS	NS
GCF_000064305.2	Flavobacterium psychrophilum JIP02/86	0.151	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	NS	NS
GCF_000067205.1	Bordetella petrii	0.264	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Bordetella	NS	NS
GCF_000069185.1	Mycobacterium abscessus	-0.773	 Bacteria	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	0	NS	NS
GCF_000069225.1	Clavibacter michiganensis subsp. sepedonicus	-3.148	 Bacteria	 Actinobacteria	 Micrococcales	 Microbacteriaceae	 Clavibacter	0	NS	NS
GCF_000069925.1	Candidatus Phytoplasma australiense	-0.369	 Bacteria	 Tenericutes	 Mollicutes	 Acholeplasmatales	 Acholeplasmataceae	 Candidatus Phytoplasma,	NS	NS
GCF_000069945.1	Corynebacterium urealyticum DSM 7109	-0.384	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	NS
GCF_000069965.1	Proteus mirabilis HI4320	3.235	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Proteus	NS	NS
GCF_000070465.1	Bordetella avium 197N	-0.845	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Bordetella	NS	NS
GCF_000072485.1	Stenotrophomonas maltophilia K279a	0.558	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Stenotrophomonas,	NS	NS
GCF_000085865.1	Mycoplasma hominis ATCC 23114	-0.369	 Bacteria	 Tenericutes	 Mollicutes	 Mycoplasmataceae	 Mycoplasma	0	NS	NS
GCF_000087965.2	Xanthomonas albilineans GPE PC73	-1.309	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Xanthomonas	NS	NS
GCF_000090965.1	Buchnera aphidicola BCc	1.584	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Buchnera	NS	NS
GCF_000091125.1	Sphingobium japonicum UT26S	0.703	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingobium	NS	NS
GCF_000091305.1	Streptomyces scabiei 87.22	1.436	 Bacteria	 Actinobacteria	 Streptomycetales	 Streptomycetaceae	 Streptomyces	0	NS	NS
GCF_000091325.1	Shewanella violacea DSS12	1.567	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Shewanellaceae	 Shewanella	NS	NS
GCF_000091465.1	Vibrio tasmaniensis LGP32	0.957	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Vibrio	NS	NS
GCF_000091725.1	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	0.88	 Bacteria	 Actinobacteria	 Propionibacteriales	 Propionibacteriaceae	 Propionibacterium	0	NS	NS
GCF_000091785.1	Legionella longbeachae NSW150	1.136	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 Legionella	NS	NS
GCF_000091985.1	Helicobacter mustelae 12198	3.147	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Helicobacteraceae	 Helicobacter	NS	NS
GCF_000092025.1	Agrobacterium fabrum str. C58	-1.722	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium/Agrobacterium group	NS	NS
GCF_000092225.1	Tsukamurella paurometabola DSM 20162	-1.321	 Bacteria	 Actinobacteria	 Corynebacteriales	 Tsukamurellaceae	 Tsukamurella	0	NS	NS
GCF_000092265.1	Moraxella catarrhalis BBH18	1.072	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Moraxellaceae	 Moraxella	NS	NS
GCF_000092285.1	Caulobacter segnis ATCC 21756	-1.363	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Caulobacter	NS	NS
GCF_000092365.1	Arcanobacterium haemolyticum DSM 20595	1.808	 Bacteria	 Actinobacteria	 Actinomycetales	 Actinomycetaceae	 Arcanobacterium	0	NS	NS
GCF_000092385.1	Streptomyces bingchenggensis BCW-1	-0.727	 Bacteria	 Actinobacteria	 Streptomycetales	 Streptomycetaceae	 Streptomyces	0	NS	NS
GCF_000092425.1	Truepera radiovictrix DSM 17093	1.782	 Bacteria	 Deinococcus-Thermus	 Deinococci	 Deinococcales	 Trueperaceae	 Truepera	NS	NS
GCF_000092505.1	Leuconostoc kimchii IMSNU 11154	-1.467	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Leuconostocaceae	 Leuconostoc	NS	NS
GCF_000092645.1	Thermobispora bispora DSM 43833	2.493	 Bacteria	 Actinobacteria	 Actinobacteria incertae sedis	 Thermobispora	0	0	NS	NS
GCF_000092785.1	Waddlia chondrophila WSU 86-1044	-2.246	 Bacteria	 Chlamydiae	 Chlamydiales	 Waddliaceae	 Waddlia	0	NS	NS
GCF_000092825.1	Segniliparus rotundus DSM 44985	-2.287	 Bacteria	 Actinobacteria	 Corynebacteriales	 Segniliparaceae	 Segniliparus	0	NS	NS
GCF_000092845.1	Brachyspira murdochii DSM 12563	-0.001	 Bacteria	 Spirochaetes	 Brachyspirales	 Brachyspiraceae	 Brachyspira	0	NS	NS
GCF_000092865.1	Cellulomonas flavigena DSM 20109	-0.517	 Bacteria	 Actinobacteria	 Micrococcales	 Cellulomonadaceae	 Cellulomonas	0	NS	NS
GCF_000092885.1	Burkholderia sp. CCGE1002	-1.236	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	NS	NS
GCF_000092985.1	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111	3.326	 Bacteria	 Actinobacteria	 Streptosporangiales	 Nocardiopsaceae	 Nocardiopsis	0	NS	NS
GCF_000093025.1	Methylotenera versatilis 301	1.466	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Methylophilales	 Methylophilaceae	 Methylotenera	NS	NS
GCF_000093065.1	Candidatus Riesia pediculicola USDA	0.416	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Candidatus Riesia	NS	NS
GCF_000093085.1	[Bacillus] selenitireducens MLS10	2.432	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Sporolactobacillaceae	 unclassified Sporolactobacillaceae	NS	NS
GCF_000093145.3	Comamonas testosteroni CNB-2	1.166	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Comamonas	NS	NS
GCF_000093165.1	Blattabacterium sp. (Periplaneta americana) str. BPLAN	0.755	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Blattabacteriaceae	 Blattabacterium	NS	NS
GCF_000143085.1	Nitrosococcus watsonii C-113	1.955	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Chromatiaceae	 Nitrosococcus	NS	NS
GCF_000143145.1	Hyphomicrobium denitrificans ATCC 51888	1.594	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Hyphomicrobium	NS	NS
GCF_000143165.1	Dehalogenimonas lykanthroporepellens BL-DC-9	4.434	 Bacteria	 Chloroflexi	 Dehalococcoidia	 Dehalogenimonas	0	0	NS	NS
GCF_000143225.1	Herbaspirillum seropedicae SmR1	0.161	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Herbaspirillum	NS	NS
GCF_000143685.1	Clostridium ljungdahlii DSM 13528	3.856	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	NS	NS
GCF_000143705.1	Corynebacterium pseudotuberculosis FRC41	-2.097	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	NS
GCF_000143725.1	Brachyspira pilosicoli 95/1000	-0.152	 Bacteria	 Spirochaetes	 Brachyspirales	 Brachyspiraceae	 Brachyspira	0	NS	NS
GCF_000143845.1	Olsenella uli DSM 7084	-0.044	 Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Olsenella	NS	NS
GCF_000143885.2	Gordonia sp. KTR9	-1.081	 Bacteria	 Actinobacteria	 Corynebacteriales	 Gordoniaceae	 Gordonia	0	NS	NS
GCF_000143985.1	Sediminispirochaeta smaragdinae DSM 11293	2.016	 Bacteria	 Spirochaetes	 Spirochaetales	 Spirochaetaceae	 Spirochaeta	0	NS	NS
GCF_000144405.1	Prevotella melaninogenica ATCC 25845	0.098	 Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	NS	NS
GCF_000144605.1	Brevundimonas subvibrioides ATCC 15264	-1.881	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Brevundimonas	NS	NS
GCF_000144625.1	[Clostridium] saccharolyticum WM1	0.871	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	0	NS	NS
GCF_000144645.1	Thermosediminibacter oceani DSM 16646	1.776	 Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacterales Family III. Incertae Sedis	 Thermosediminibacter	NS	NS
GCF_000145035.1	Butyrivibrio proteoclasticus B316	0.939	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Butyrivibrio	NS	NS
GCF_000145235.1	Micromonospora aurantiaca ATCC 27029	2.676	 Bacteria	 Actinobacteria	 Micromonosporales	 Micromonosporaceae	 Micromonospora	0	NS	NS
GCF_000145255.1	Gallionella capsiferriformans ES-2	3.466	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Gallionellales	 Gallionellaceae	 Gallionella	NS	NS
GCF_000145275.1	Clostridium cellulovorans 743B	2.268	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	NS	NS
GCF_000145615.1	Thermoanaerobacterium thermosaccharolyticum DSM 571	2.981	 Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacterales Family III. Incertae Sedis	 Thermoanaerobacterium	NS	NS
GCF_000145705.1	Mycoplasma hyorhinis HUB-1	-1.133	 Bacteria	 Tenericutes	 Mollicutes	 Mycoplasmataceae	 Mycoplasma	0	NS	NS
GCF_000146065.2	Candidatus Cloacimonas acidaminovorans str. Evry	1.396	 Bacteria	 Cloacimonetes	 Candidatus Cloacimonas	0	0	0	NS	NS
GCF_000146165.2	Shewanella oneidensis MR-1	2.497	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Shewanellaceae	 Shewanella	NS	NS
GCF_000146185.1	[Eubacterium] eligens ATCC 27750	0.302	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Eubacteriaceae	 Eubacterium	NS	NS
GCF_000146565.1	Bacillus subtilis subsp. spizizenii str. W23	2.204	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	NS	NS
GCF_000146875.3	Paenibacillus polymyxa E681	3.511	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	NS	NS
GCF_000147055.1	Dickeya dadantii 3937	2.598	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Dickeya	NS	NS
GCF_000147075.1	Spirochaeta thermophila DSM 6192	0.943	 Bacteria	 Spirochaetes	 Spirochaetales	 Spirochaetaceae	 Spirochaeta	0	NS	NS
GCF_000147335.1	Cyanothece sp. PCC 7822	1.229	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Cyanothece	0	NS	NS
GCF_000147695.2	Thermoanaerobacter wiegelii Rt8.B1	3.215	 Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Thermoanaerobacter	NS	NS
GCF_000147715.2	Mesotoga prima MesG1.Ag.4.2	2.088	 Bacteria	 Thermotogae	 Kosmotogales	 Kosmotogaceae	 Mesotoga	0	NS	NS
GCF_000147815.2	Streptomyces violaceusniger Tu 4113	-0.125	 Bacteria	 Actinobacteria	 Streptomycetales	 Streptomycetaceae	 Streptomyces	0	NS	NS
GCF_000147835.2	Sphingobium chlorophenolicum L-1	-0.382	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingobium	NS	NS
GCF_000147875.1	Methanolacinia petrolearia DSM 11571	4.516	 Archaea	 Euryarchaeota	 Methanomicrobia	 Methanomicrobiales	 Methanomicrobiaceae	 Methanolacinia	NS	NS
GCF_000148625.1	Mycoplasma fermentans JER	-0.279	 Bacteria	 Tenericutes	 Mollicutes	 Mycoplasmataceae	 Mycoplasma	0	NS	NS
GCF_000148645.1	Ferrimonas balearica DSM 9799	2.622	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Ferrimonadaceae	 Ferrimonas	NS	NS
GCF_000148685.1	Burkholderia sp. CCGE1003	0.285	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	NS	NS
GCF_000148935.1	Pantoea vagans C9-1	0.501	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Pantoea	NS	NS
GCF_000152245.2	Eubacterium limosum KIST612	1.489	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Eubacteriaceae	 Eubacterium	NS	NS
GCF_000152825.2	Parvularcula bermudensis HTCC2503	-0.046	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Parvularculales	 Parvularculaceae	 Parvularcula	NS	NS
GCF_000152925.2	Dokdonia sp. MED134	-1.452	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Dokdonia	NS	NS
GCF_000152945.2	Polaribacter sp. MED152	-0.702	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Polaribacter	NS	NS
GCF_000153165.2	Maribacter sp. HTCC2170	1.381	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Maribacter	NS	NS
GCF_000153405.2	Psychromonas sp. CNPT3	2.197	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Psychromonadaceae	 Psychromonas	NS	NS
GCF_000153485.2	Psychroflexus torquis ATCC 700755	0.008	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Psychroflexus	NS	NS
GCF_000154745.2	Phaeobacter inhibens 2.10	2.102	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Phaeobacter	NS	NS
GCF_000154785.2	Roseobacter litoralis Och 149	2.913	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Roseobacter	NS	NS
GCF_000155675.2	Octadecabacter antarcticus 307	0.893	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Octadecabacter	NS	NS
GCF_000155735.2	Octadecabacter arcticus 238	0.581	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Octadecabacter	NS	NS
GCF_000157355.2	Enterococcus casseliflavus EC20	-0.123	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	NS	NS
GCF_000157895.3	Mycobacterium kansasii ATCC 12478	3.16	 Bacteria	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	0	NS	NS
GCF_000158275.2	Fusobacterium nucleatum subsp. animalis 7_1	0.719	 Bacteria	 Fusobacteria	 Fusobacteriales	 Fusobacteriaceae	 Fusobacterium	0	NS	NS
GCF_000159155.2	Gardnerella vaginalis ATCC 14019	0.542	 Bacteria	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	0	NS	NS
GCF_000161795.2	Synechococcus sp. WH 8109	2.551	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Synechococcus	0	NS	NS
GCF_000162235.2	Fusobacterium nucleatum subsp. vincentii 3_1_36A2	0.982	 Bacteria	 Fusobacteria	 Fusobacteriales	 Fusobacteriaceae	 Fusobacterium	0	NS	NS
GCF_000163055.2	Prevotella sp. oral taxon 299 str. F0039	0.84	 Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	NS	NS
GCF_000163895.2	Filifactor alocis ATCC 35896	0.412	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 Filifactor	NS	NS
GCF_000164675.2	Streptococcus parasanguinis ATCC 15912	-1.414	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	NS
GCF_000164695.2	Rothia dentocariosa ATCC 17931	-0.77	 Bacteria	 Actinobacteria	 Micrococcales	 Micrococcaceae	 Rothia	0	NS	NS
GCF_000164865.1	Enterobacter lignolyticus SCF1	2.464	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Enterobacter,	NS	NS
GCF_000164885.1	Ketogulonicigenium vulgare Y25	-1.281	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Ketogulonicigenium	NS	NS
GCF_000164965.1	Bifidobacterium bifidum S17	0.629	 Bacteria	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	0	NS	NS
GCF_000164985.3	Paenibacillus polymyxa SC2	3.135	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	NS	NS
GCF_000165465.1	Halanaerobium praevalens DSM 2228	1.258	 Bacteria	 Firmicutes	 Clostridia	 Halanaerobiales	 Halanaerobiaceae	 Halanaerobium	NS	NS
GCF_000165485.1	Stigmatella aurantiaca DW4/3-1	-0.981	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Cystobacterineae	 Cystobacteraceae	NS	NS
GCF_000165505.1	Ilyobacter polytropus DSM 2926	2.505	 Bacteria	 Fusobacteria	 Fusobacteriales	 Fusobacteriaceae	 Ilyobacter	0	NS	NS
GCF_000165715.2	Rubinisphaera brasiliensis DSM 5305	2.537	 Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Rubinisphaera	NS	NS
GCF_000165835.1	Achromobacter xylosoxidans A8	1.523	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Achromobacter	NS	NS
GCF_000165925.1	Bacillus atrophaeus 1942	2.348	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	NS	NS
GCF_000166055.1	Rhodomicrobium vannielii ATCC 17100	2.418	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodomicrobium	NS	NS
GCF_000166135.1	Frankia inefficax	1.245	 Bacteria	 Actinobacteria	 Frankiales	 Frankiaceae	 Frankia	0	NS	NS
GCF_000166275.1	Algoriphagus machipongonensis	-0.193	 Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cyclobacteriaceae	 Algoriphagus	NS	NS
GCF_000166295.1	Marinobacter adhaerens HP15	-0.686	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Alteromonadaceae	 Marinobacter	NS	NS
GCF_000166355.1	Caldicellulosiruptor hydrothermalis 108	4.358	 Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacterales Family III. Incertae Sedis	 Caldicellulosiruptor	NS	NS
GCF_000166395.1	Leadbetterella byssophila DSM 17132	-0.364	 Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Leadbetterella	NS	NS
GCF_000166415.1	Halanaerobium hydrogeniformans	1.532	 Bacteria	 Firmicutes	 Clostridia	 Halanaerobiales	 Halanaerobiaceae	 Halanaerobium	NS	NS
